,id,label,node_type,weight,fan_in,fan_out,sscc,con_cf,con_df,con_zc,con_rf,con_val,McCabe,LOC,n1,n2,N1,N2,H,V,AFO,AFP,VRI,DRI,VMulD,VPlusD
0,73730,WrappedSymFromAddr (73730),Method,3,0,1,2,1,0,0,0,1,2,29.0,5,7,10,13,31.26112492884004,82.45413751658658,0.06896551724137931,0.014014647174250867,0.00715230269582458,0.0,1.0071523026958247,0.00715230269582458
1,73966,current_process_ (73966),Member,1,5,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.10370838908945641,0.0,0.026821135109342177,1.0268211351093421,0.026821135109342177
2,233482,FromEmbedderWrapper (233482),Method,2,0,1,1,0,0,0,0,1,1,4.0,3,1,3,2,4.754887502163468,10.0,0.05172413793103448,0.014014647174250867,0.005444595875603832,0.0,1.0054445958756038,0.005444595875603832
3,131208,impl_ (131208),Member,1,6,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.10526218692834075,0.0,0.030852709961755046,1.030852709961755,0.030852709961755046
4,86042,Call (86042),Method,2,0,1,1,0,0,0,0,1,1,3.0,1,2,1,3,2.0,6.339850002884624,0.05172413793103448,0.014014647174250867,0.0013410567554671088,0.0,1.001341056755467,0.0013410567554671088
5,86055,object_id_ (86055),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.025927097272364103,0.0,0.0013410567554671088,1.001341056755467,0.0013410567554671088
6,73779,WrappedGetLine (73779),Method,3,0,1,2,1,0,0,0,1,2,34.0,5,6,13,12,27.11941547876375,86.48579046593244,0.06896551724137931,0.014014647174250867,0.00715230269582458,0.0,1.0071523026958247,0.00715230269582458
7,294966,<lambda>0 (294966),Method,2,0,1,1,0,0,0,0,1,1,5.0,4,3,4,4,12.754887502163468,22.458839376460833,0.05172413793103448,0.014014647174250867,0.0063812679675919765,0.0,1.006381267967592,0.0063812679675919765
8,295736,flush_signal_ (295736),Member,1,6,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.12337118070677822,0.0,0.07232103696604242,1.0723210369660423,0.07232103696604242
9,59,AsyncResource (59),Method,3,0,2,1,0,0,0,0,2,1,10.0,1,6,1,6,15.509775004326936,19.651484454403228,0.06896551724137931,0.028029294348501734,0.01618933380473807,0.0,1.016189333804738,0.01618933380473807
10,132430,env_ (132430),Member,1,4,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.10440912144816895,0.0,0.030602673527911593,1.0306026735279117,0.030602673527911593
11,132432,async_context_ (132432),Member,1,5,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.13033621872053308,0.0,0.04269634751189877,1.0426963475118987,0.04269634751189877
12,86084,Call (86084),Method,2,0,1,1,0,0,0,0,1,1,3.0,1,2,1,2,2.0,4.754887502163468,0.05172413793103448,0.014014647174250867,0.0013410567554671088,0.0,1.001341056755467,0.0013410567554671088
13,86094,object_id_ (86094),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.025927097272364103,0.0,0.0013410567554671088,1.001341056755467,0.0013410567554671088
14,294986,<lambda>1 (294986),Method,2,0,1,1,0,0,0,0,1,1,5.0,4,3,4,4,12.754887502163468,22.458839376460833,0.05172413793103448,0.014014647174250867,0.003948028655185305,0.0,1.0039480286551854,0.003948028655185305
15,295743,write_req_ (295743),Member,1,4,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.07632855400024922,0.0,0.030268219689754006,1.030268219689754,0.030268219689754006
16,76,~AsyncResource (76),Method,3,0,2,1,0,0,0,0,2,1,3.0,0,2,0,2,2.0,2.0,0.06896551724137931,0.028029294348501734,0.01618933380473807,0.0,1.016189333804738,0.01618933380473807
17,83,MakeCallback (83),Method,4,0,3,1,0,1,0,0,2,1,7.0,2,6,2,6,17.509775004326936,24.0,0.08620689655172414,0.0420439415227526,0.02630766743269937,0.0,1.0263076674326994,0.02630766743269937
18,831,MakeCallback (831),Method,1,3,0,1,0,0,0,0,0,1,10.0,4,9,5,12,36.529325012980806,62.907475208398566,0.017241379310344827,0.0704236020506106,0.0,0.048568001414214204,1.0485680014142142,0.048568001414214204
19,86102,Call (86102),Method,2,0,1,1,0,0,0,0,1,1,3.0,1,3,1,3,4.754887502163468,8.0,0.05172413793103448,0.014014647174250867,0.0013410567554671088,0.0,1.001341056755467,0.0013410567554671088
20,86114,id_ (86114),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.025927097272364103,0.0,0.0013410567554671088,1.001341056755467,0.0013410567554671088
21,200796,on_message_complete (200796),Method,15,0,8,7,3,0,0,0,8,7,41.0,8,14,30,26,77.30296890880646,249.72817064368866,0.27586206896551724,0.05605858869700347,0.14252562577676808,0.0,1.1425256257767682,0.14252562577676808
22,202352,connectionsList_ (202352),Member,1,11,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.1022679947965473,0.0,0.058186962556656216,1.0581869625566562,0.058186962556656216
23,202351,last_message_start_ (202351),Member,1,10,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.1189864779407799,0.0,0.10872902294588509,1.108729022945885,0.10872902294588509
24,202341,num_fields_ (202341),Member,1,14,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.1581117236929029,0.0,0.28078461276498273,1.2807846127649827,0.28078461276498273
25,202344,got_exception_ (202344),Member,1,7,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.13728919701055423,0.0,0.23433845696629083,1.2343384569662907,0.23433845696629083
26,295005,<lambda>3 (295005),Method,5,0,4,1,0,0,0,0,4,1,8.0,5,4,9,7,19.60964047443681,50.718800023076994,0.10344827586206896,0.05605858869700347,0.03629845878352917,0.0,1.036298458783529,0.03629845878352917
27,295737,exit_signal_ (295737),Member,1,6,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.12161749110347508,0.0,0.07129301202617505,1.071293012026175,0.07129301202617505
28,295739,request_mutex_ (295739),Member,1,6,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.12647556369642332,0.0,0.15482353486975958,1.1548235348697595,0.15482353486975958
29,295752,exited_ (295752),Member,1,2,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.05597773496330587,0.0,0.01544213378298093,1.0154421337829809,0.01544213378298093
30,295741,exit_cond_ (295741),Member,1,2,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.04681431181091107,0.0,0.01291429291335478,1.0129142929133548,0.01291429291335478
