,source,target,weight,label
0,63,41,18.0,18.0
1,63,47,10.0,10.0
2,63,44984,1.0,1.0
3,63,44346,3.0,3.0
4,63,44343,3.0,3.0
5,63,44989,1.0,1.0
6,118,55,7.0,7.0
7,118,41,7.0,7.0
8,118,59,7.0,7.0
9,118,51,3.0,3.0
10,227,55,7.0,7.0
11,227,41,7.0,7.0
12,227,59,7.0,7.0
13,227,51,3.0,3.0
14,328,51,3.0,3.0
15,328,47,13.0,13.0
16,328,41,15.0,15.0
17,328,44358,7.0,7.0
18,328,55,3.0,3.0
19,328,59,3.0,3.0
20,328,44984,1.0,1.0
21,328,44346,3.0,3.0
22,328,44343,3.0,3.0
23,328,44348,3.0,3.0
24,328,44989,1.0,1.0
25,403,37,10.0,10.0
26,403,41,21.0,21.0
27,403,33,3.0,3.0
28,443,55,7.0,7.0
29,443,41,7.0,7.0
30,443,59,7.0,7.0
31,443,51,6.0,6.0
32,521,227,5.5,5.5
33,572,37,15.0,15.0
34,572,562,14.0,14.0
35,572,566,7.0,7.0
36,572,55,17.0,17.0
37,572,44954,9.5,9.5
38,572,59,23.0,23.0
39,572,51,9.0,9.0
40,572,41,16.0,16.0
41,572,47,6.0,6.0
42,572,44984,1.0,1.0
43,572,44343,3.0,3.0
44,572,44348,3.0,3.0
45,572,44989,1.0,1.0
46,572,44358,7.0,7.0
47,572,44959,2.5,2.5
48,572,33,3.0,3.0
49,572,44969,5.0,5.0
50,572,328,2.5,2.5
51,783,566,13.0,13.0
52,783,782,7.0,7.0
53,834,37,12.0,12.0
54,834,562,3.0,3.0
55,834,33,3.0,3.0
56,834,782,3.0,3.0
57,866,37,6.0,6.0
58,894,865,10.0,10.0
59,894,864,16.0,16.0
60,894,863,25.0,25.0
61,894,862,13.0,13.0
62,894,41,14.0,14.0
63,894,44949,2.5,2.5
64,894,47,3.0,3.0
65,1040,865,7.0,7.0
66,1040,44964,2.5,2.5
67,1040,862,3.0,3.0
68,1040,37,6.0,6.0
69,1181,1177,13.0,13.0
70,1181,1173,3.0,3.0
71,1181,1168,3.0,3.0
72,1421,1173,7.0,7.0
73,1421,1168,3.0,3.0
74,1421,98244,19.0,19.0
75,1790,1526,18.0,18.0
76,2008,1530,10.0,10.0
77,2253,2714,7.0,7.0
78,2253,2711,3.0,3.0
79,2253,2713,3.0,3.0
80,2283,2710,3.0,3.0
81,2292,2712,3.0,3.0
82,2292,2711,3.0,3.0
83,2292,2713,3.0,3.0
84,2309,2711,3.0,3.0
85,2309,2712,3.0,3.0
86,2309,2713,3.0,3.0
87,2309,2710,3.0,3.0
88,2309,2714,3.0,3.0
89,2338,2243,5.5,5.5
90,2338,2309,2.5,2.5
91,2367,2711,3.0,3.0
92,2367,2712,3.0,3.0
93,2380,2710,7.0,7.0
94,2380,2712,7.0,7.0
95,2380,2711,7.0,7.0
96,2380,2713,7.0,7.0
97,2380,2714,3.0,3.0
98,2407,2253,9.5,9.5
99,2407,2714,7.0,7.0
100,2407,2715,3.0,3.0
101,2407,2713,3.0,3.0
102,2450,2253,9.5,9.5
103,2450,2714,7.0,7.0
104,2450,2713,3.0,3.0
105,2450,2380,2.5,2.5
106,2487,2253,9.5,9.5
107,2487,2714,7.0,7.0
108,2487,2715,3.0,3.0
109,2487,2713,6.0,6.0
110,2487,2380,2.5,2.5
111,2545,2710,7.0,7.0
112,2545,2711,10.0,10.0
113,2545,2367,9.5,9.5
114,2545,2715,3.0,3.0
115,2580,2367,9.5,9.5
116,2580,2712,3.0,3.0
117,2580,2711,6.0,6.0
118,2580,2715,3.0,3.0
119,2612,2367,9.5,9.5
120,2612,2710,7.0,7.0
121,2612,2711,23.0,23.0
122,2612,2715,3.0,3.0
123,2612,2712,10.0,10.0
124,2612,2714,10.0,10.0
125,2612,2713,6.0,6.0
126,2612,2380,2.5,2.5
127,2820,3398,7.0,7.0
128,2820,3399,3.0,3.0
129,2820,3405,12.0,12.0
130,2820,3406,6.0,6.0
131,2820,2812,3.0,3.0
132,2919,3398,6.0,6.0
133,2919,3410,3.0,3.0
134,2953,3405,35.0,35.0
135,2953,3399,3.0,3.0
136,2953,3398,3.0,3.0
137,3047,3398,6.0,6.0
138,3047,3069,5.5,5.5
139,3069,3409,10.0,10.0
140,3069,3405,21.0,21.0
141,3069,2940,5.5,5.5
142,3069,2812,12.0,12.0
143,3069,3406,3.0,3.0
144,3229,3398,6.0,6.0
145,3229,3248,2.5,2.5
146,3248,3406,7.0,7.0
147,3248,2812,28.0,28.0
148,3248,2816,6.0,6.0
149,3248,3410,14.0,14.0
150,3248,3408,10.0,10.0
151,3676,44871,2.5,2.5
152,3676,3490,6.0,6.0
153,3676,3493,3.0,3.0
154,3676,2360,2.5,2.5
155,3676,3492,6.0,6.0
156,3704,44844,2.5,2.5
157,3704,3490,6.0,6.0
158,3704,3493,3.0,3.0
159,3704,2360,2.5,2.5
160,3704,3492,6.0,6.0
161,4391,3491,3.0,3.0
162,4391,44723,5.5,5.5
163,4391,3490,6.0,6.0
164,4391,3676,5.0,5.0
165,4391,2580,9.5,9.5
166,4391,3492,7.0,7.0
167,4636,3651,15.0,15.0
168,4636,3656,3.0,3.0
169,4636,18436,2.5,2.5
170,4636,11167,2.5,2.5
171,4636,3648,13.0,13.0
172,18436,11069,3.0,3.0
173,18436,11074,3.0,3.0
174,11167,11079,9.0,9.0
175,4697,866,5.5,5.5
176,4697,44401,6.0,6.0
177,4697,894,9.5,9.5
178,4697,44395,10.0,10.0
179,4697,3668,6.0,6.0
180,4697,3648,16.0,16.0
181,4697,3643,5.5,5.5
182,4697,1040,2.5,2.5
183,4833,44401,3.0,3.0
184,4833,3668,9.0,9.0
185,4833,3672,6.0,6.0
186,4833,44382,6.0,6.0
187,4833,44358,21.0,21.0
188,4833,3660,7.0,7.0
189,4833,3656,10.0,10.0
190,4833,4697,2.5,2.5
191,4833,3648,50.0,50.0
192,4833,2292,9.5,9.5
193,4833,4391,2.5,2.5
194,4833,3704,2.5,2.5
195,4833,44984,1.0,1.0
196,4833,44351,3.0,3.0
197,4833,44989,1.0,1.0
198,5264,3668,9.0,9.0
199,5264,3660,10.0,10.0
200,5264,3672,3.0,3.0
201,5264,5263,7.0,7.0
202,5313,44382,7.0,7.0
203,5313,3668,12.0,12.0
204,5313,3660,3.0,3.0
205,5313,5263,7.0,7.0
206,5313,3672,3.0,3.0
207,5366,3651,43.0,43.0
208,5366,44358,7.0,7.0
209,5366,11336,5.5,5.5
210,5366,18334,2.5,2.5
211,5366,3656,3.0,3.0
212,11336,11084,3.0,3.0
213,18334,11069,3.0,3.0
214,18334,11074,3.0,3.0
215,5517,3490,10.0,10.0
216,5517,3491,3.0,3.0
217,5517,3492,10.0,10.0
218,5517,2338,5.5,5.5
219,5571,3668,24.0,24.0
220,5571,44984,2.0,2.0
221,5571,44351,6.0,6.0
222,5571,44989,2.0,2.0
223,5571,3660,7.0,7.0
224,5571,3650,10.0,10.0
