,Name,File,LOC,TypeDecl,Method,Local,Property,Variable,Basic-Node,Basic-Edge,Topic-Node,Topic-Edge,Lab-Node,Lab-Edge
0,Memcached,84,19970.0,435,797,223,1240,1463,2779,7429,1175,6054,1175,2568
