,source,target,weight,label
0,86017,86030,3.0,3.0
1,200724,198346,10.0,10.0
2,73749,74005,6.0,6.0
3,102426,122214,2.5,2.5
4,135200,122175,12.5,12.5
5,135200,121821,2.5,2.5
6,135200,142179,5.5,5.5
7,135200,122214,5.5,5.5
8,135200,142083,5.5,5.5
9,73761,74005,3.0,3.0
10,274470,274516,10.0,10.0
11,274470,274515,6.0,6.0
12,73769,74005,7.0,7.0
13,86059,86069,3.0,3.0
14,110639,122175,2.5,2.5
15,110639,100235,5.5,5.5
16,110639,122224,5.5,5.5
17,110639,122214,5.5,5.5
18,110639,121821,2.5,2.5
19,290863,291481,3.0,3.0
20,102449,122214,11.0,11.0
21,290871,291477,10.0,10.0
22,290871,291492,6.0,6.0
23,290871,291475,3.0,3.0
24,59,132152,3.0,3.0
25,59,132154,3.0,3.0
26,86077,86089,3.0,3.0
27,76,132152,3.0,3.0
28,76,132154,3.0,3.0
29,290895,291481,7.0,7.0
30,290895,291493,3.0,3.0
31,290895,291496,3.0,3.0
32,290895,291491,6.0,6.0
33,290895,291492,3.0,3.0
34,290895,291490,3.0,3.0
35,86098,86198,3.0,3.0
36,86098,86199,3.0,3.0
37,83,831,2.5,2.5
38,83,132152,3.0,3.0
39,83,132154,3.0,3.0
40,90202,91016,3.0,3.0
41,90202,91014,3.0,3.0
42,73818,74005,7.0,7.0
43,200805,198347,10.0,10.0
44,86120,86198,3.0,3.0
45,86120,86199,3.0,3.0
46,86135,86198,3.0,3.0
47,86135,86199,3.0,3.0
48,290937,291492,3.0,3.0
49,290937,291481,3.0,3.0
50,290937,291490,3.0,3.0
51,102522,122224,5.5,5.5
52,90241,91020,3.0,3.0
53,90250,91022,3.0,3.0
54,110738,122224,11.0,11.0
55,110738,122175,12.5,12.5
56,90258,91021,3.0,3.0
57,146,132153,3.0,3.0
58,146,132152,3.0,3.0
59,102550,122175,17.5,17.5
60,102550,121821,2.5,2.5
61,102550,122224,5.5,5.5
62,102550,103030,5.5,5.5
63,90266,91022,7.0,7.0
64,90266,91013,3.0,3.0
65,290974,291492,3.0,3.0
66,290974,291481,3.0,3.0
67,290974,291490,3.0,3.0
68,159,132154,3.0,3.0
69,167,132154,3.0,3.0
70,200879,198347,12.0,12.0
71,200879,200480,7.0,7.0
72,200879,200484,14.0,14.0
73,90300,91016,3.0,3.0
74,135371,122175,12.5,12.5
