,id,label,node_type,weight,fan_in,fan_out,sscc,con_cf,con_df,con_zc,con_rf,con_val,McCabe,LOC,n1,n2,N1,N2,H,V,AFO,AFP,VRI,DRI,VMulD,VPlusD
0,135179,DoThreadPoolWork (135179),Method,3,0,2,1,0,0,0,0,2,1,1.0,0,2,0,2,2.0,2.0,0.07017543859649122,0.02965269955367408,0.0076312682926931805,0.0,1.0076312682926931,0.0076312682926931805
1,135209,_env (135209),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.05388807899658079,0.0,0.009454048946768559,1.0094540489467685,0.009454048946768559
2,135210,_data (135210),Member,1,2,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.05485749417429705,0.0,0.006736885249475076,1.0067368852494751,0.006736885249475076
3,102412,GetNewTarget (102412),Method,3,0,1,2,0,1,0,0,0,2,7.0,1,2,3,3,2.0,9.509775004326936,0.07017543859649122,0.01482634977683704,0.02218101529761077,0.0,1.0221810152976107,0.02218101529761077
4,121477,JsValueFromV8LocalValue (121477),Method,1,12,0,1,0,0,0,0,0,1,3.0,2,1,2,1,2.0,4.754887502163468,0.017543859649122806,0.3160794679909535,0.0,0.5748327335212461,1.5748327335212462,0.5748327335212461
5,282637,isolate (282637),Method,2,0,1,1,0,0,0,0,1,1,1.0,0,1,0,1,0.0,0.0,0.05263157894736842,0.01482634977683704,0.0014436182677446592,0.0,1.0014436182677446,0.0014436182677446592
6,282664,isolate_ (282664),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.027428747087148524,0.0,0.0014436182677446592,1.0014436182677446,0.0014436182677446592
7,135186,AfterThreadPoolWork (135186),Method,5,0,3,2,1,0,0,0,3,2,16.0,2,2,3,3,4.0,12.0,0.10526315789473684,0.02965269955367408,0.008661709606467956,0.0,1.008661709606468,0.008661709606467956
8,135212,_complete (135212),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.02839816226486479,0.0,0.00298928023840682,1.0029892802384068,0.00298928023840682
9,86036,Call (86036),Method,2,0,1,1,0,0,0,0,1,1,3.0,1,2,1,3,2.0,6.339850002884624,0.05263157894736842,0.01482634977683704,0.0014436182677446592,0.0,1.0014436182677446,0.0014436182677446592
10,86049,object_id_ (86049),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.027428747087148524,0.0,0.0014436182677446592,1.0014436182677446,0.0014436182677446592
11,73755,Win32SymbolDebuggingContext (73755),Method,3,0,2,1,0,0,0,0,2,1,4.0,1,1,1,2,0.0,3.0,0.07017543859649122,0.01482634977683704,0.007699297427971515,0.0,1.0076992974279715,0.007699297427971515
12,74011,current_process_ (74011),Member,1,5,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.1097149883485941,0.0,0.02887236535489318,1.0288723653548932,0.02887236535489318
13,102435,Args (102435),Method,7,0,2,5,0,2,0,0,2,4,16.0,4,10,16,23,41.219280948873624,148.48684196024655,0.14035087719298245,0.01482634977683704,0.04436203059522154,0.0,1.0443620305952215,0.04436203059522154
14,73767,~Win32SymbolDebuggingContext (73767),Method,2,0,1,1,0,0,0,0,1,1,3.0,0,1,0,1,0.0,0.0,0.05263157894736842,0.01482634977683704,0.005774473070978637,0.0,1.0057744730709786,0.005774473070978637
15,135213,napi_create_async_work (135213),Method,9,0,7,2,0,7,0,0,0,2,35.0,10,20,47,68,119.65784284662087,564.2924184949796,0.17543859649122806,0.02965269955367408,0.2948666886313363,0.0,1.2948666886313362,0.2948666886313363
16,121438,napi_set_last_error (121438),Method,1,93,0,1,0,0,0,0,0,1,9.0,3,4,9,7,12.754887502163468,44.91767875292167,0.017543859649122806,1.0,0.0,5.176283982420411,6.176283982420411,5.176283982420411
17,121084,napi_clear_last_error (121084),Method,1,31,0,1,0,0,0,0,0,1,7.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.6807401251986169,0.0,3.12292073151601,4.12292073151601,3.12292073151601
18,73775,WrappedSymFromAddr (73775),Method,3,0,1,2,1,0,0,0,1,2,29.0,5,7,10,13,31.26112492884004,82.45413751658658,0.07017543859649122,0.01482634977683704,0.007699297427971515,0.0,1.0076992974279715,0.007699297427971515
19,59,AsyncResource (59),Method,3,0,2,1,0,0,0,0,2,1,10.0,1,6,1,6,15.509775004326936,19.651484454403228,0.07017543859649122,0.02965269955367408,0.017427463772773363,0.0,1.0174274637727734,0.017427463772773363
20,131419,env_ (131419),Member,1,4,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.11045630583743594,0.0,0.032943108758533526,1.0329431087585335,0.032943108758533526
21,131421,async_context_ (131421),Member,1,5,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.13788505292458447,0.0,0.045961684308194826,1.045961684308195,0.045961684308194826
22,86078,Call (86078),Method,2,0,1,1,0,0,0,0,1,1,3.0,1,2,1,2,2.0,4.754887502163468,0.05263157894736842,0.01482634977683704,0.0014436182677446592,0.0,1.0014436182677446,0.0014436182677446592
23,86088,object_id_ (86088),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.027428747087148524,0.0,0.0014436182677446592,1.0014436182677446,0.0014436182677446592
24,290890,MakeHandle (290890),Method,2,0,1,1,0,0,0,0,1,1,5.0,5,5,8,5,23.21928094887362,43.18506523353571,0.05263157894736842,0.01482634977683704,0.0031525501630748232,0.0,1.003152550163075,0.0031525501630748232
25,291307,id_ (291307),Member,1,2,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.05989845309842164,0.0,0.012610200652299293,1.0126102006522992,0.012610200652299293
26,76,~AsyncResource (76),Method,3,0,2,1,0,0,0,0,2,1,3.0,0,2,0,2,2.0,2.0,0.07017543859649122,0.02965269955367408,0.017427463772773363,0.0,1.0174274637727734,0.017427463772773363
27,86096,Call (86096),Method,2,0,1,1,0,0,0,0,1,1,3.0,1,3,1,3,4.754887502163468,8.0,0.05263157894736842,0.01482634977683704,0.0014436182677446592,0.0,1.0014436182677446,0.0014436182677446592
28,86108,id_ (86108),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.027428747087148524,0.0,0.0014436182677446592,1.0014436182677446,0.0014436182677446592
29,83,MakeCallback (83),Method,4,0,3,1,0,1,0,0,2,1,7.0,2,6,2,6,17.509775004326936,24.0,0.08771929824561403,0.044479049330511125,0.02836493491962036,0.0,1.0283649349196204,0.02836493491962036
30,831,MakeCallback (831),Method,1,3,0,1,0,0,0,0,0,1,10.0,4,9,5,12,36.529325012980806,62.907475208398566,0.017543859649122806,0.07501889932165168,0.0,0.047380357466306325,1.0473803574663063,0.047380357466306325
31,73824,WrappedGetLine (73824),Method,3,0,1,2,1,0,0,0,1,2,34.0,5,6,13,12,27.11941547876375,86.48579046593244,0.07017543859649122,0.01482634977683704,0.007699297427971515,0.0,1.0076992974279715,0.007699297427971515
32,86117,AnotherThreadObjectReference (86117),Method,3,0,2,1,0,0,0,0,2,1,5.0,2,4,2,4,10.0,15.509775004326936,0.07017543859649122,0.02965269955367408,0.011548946141957275,0.0,1.0115489461419573,0.011548946141957275
33,86217,thread_ (86217),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.08228624126144558,0.0,0.01732341921293591,1.017323419212936,0.01732341921293591
34,86218,object_id_ (86218),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.08228624126144558,0.0,0.01732341921293591,1.017323419212936,0.01732341921293591
35,102508,SetReturnValue (102508),Method,2,0,1,1,0,1,0,0,1,1,4.0,4,5,8,7,19.60964047443681,47.548875021634686,0.05263157894736842,0.01482634977683704,0.01610916471799936,0.0,1.0161091647179994,0.01610916471799936
36,121487,V8LocalValueFromJsValue (121487),Method,1,12,0,1,0,0,0,0,0,1,5.0,6,3,8,7,20.264662506490403,47.548875021634686,0.017543859649122806,0.3060741296419879,0.0,0.6096568314806124,1.6096568314806126,0.6096568314806124
37,90221,NodeInspectorClient (90221),Method,3,0,2,1,0,0,0,0,2,1,10.0,4,6,8,10,23.509775004326936,59.79470570797252,0.07017543859649122,0.02965269955367408,0.024492089385736417,0.0,1.0244920893857363,0.024492089385736417
38,91035,client_ (91035),Member,1,11,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.27428747087148525,0.0,0.18767037480680568,1.1876703748068056,0.18767037480680568
39,91033,is_main_ (91033),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017543859649122806,0.07472480287525869,0.0,0.03932884361855721,1.0393288436185573,0.03932884361855721
