,source,target,weight,label
0,135179,135209,3.0,3.0
1,135179,135210,3.0,3.0
2,102412,121477,2.5,2.5
3,282637,282664,3.0,3.0
4,135186,135212,7.0,7.0
5,135186,135209,6.0,6.0
6,86036,86049,3.0,3.0
7,73755,74011,6.0,6.0
8,102435,121477,11.0,11.0
9,73767,74011,3.0,3.0
10,135213,121438,15.0,15.0
11,135213,121084,2.5,2.5
12,73775,74011,7.0,7.0
13,59,131419,3.0,3.0
14,59,131421,3.0,3.0
15,86078,86088,3.0,3.0
16,290890,291307,3.0,3.0
17,76,131419,3.0,3.0
18,76,131421,3.0,3.0
19,86096,86108,3.0,3.0
20,83,831,2.5,2.5
21,83,131419,3.0,3.0
22,83,131421,3.0,3.0
23,73824,74011,7.0,7.0
24,86117,86217,3.0,3.0
25,86117,86218,3.0,3.0
26,102508,121487,5.5,5.5
27,90221,91035,3.0,3.0
28,90221,91033,3.0,3.0
29,86139,86217,3.0,3.0
30,86139,86218,3.0,3.0
31,102536,121438,15.0,15.0
32,102536,121084,2.5,2.5
33,102536,121487,5.5,5.5
34,102536,103000,5.5,5.5
35,86154,86217,3.0,3.0
36,86154,86218,3.0,3.0
37,146,131420,3.0,3.0
38,146,131419,3.0,3.0
39,90260,91039,3.0,3.0
40,290965,291365,3.0,3.0
41,290965,291366,3.0,3.0
42,290965,291360,6.0,6.0
43,290965,291359,6.0,6.0
44,290965,291361,6.0,6.0
45,90269,91041,3.0,3.0
46,159,131421,3.0,3.0
47,90277,91040,3.0,3.0
48,167,131421,3.0,3.0
49,90285,91041,7.0,7.0
50,90285,91032,3.0,3.0
51,291009,291361,3.0,3.0
52,291009,291363,3.0,3.0
53,291009,291362,7.0,7.0
54,291009,291364,3.0,3.0
55,90319,91035,3.0,3.0
56,291028,291365,3.0,3.0
57,86243,86285,3.0,3.0
58,86243,86287,3.0,3.0
59,86243,86286,3.0,3.0
60,291052,291365,3.0,3.0
61,291066,291366,3.0,3.0
62,291066,291367,3.0,3.0
63,252,131343,7.0,7.0
64,252,131342,6.0,6.0
65,86272,86287,3.0,3.0
66,291082,291365,6.0,6.0
67,291082,291360,3.0,3.0
68,291082,291366,6.0,6.0
69,291082,291367,3.0,3.0
70,86289,86328,3.0,3.0
71,90384,91035,3.0,3.0
72,90394,91039,3.0,3.0
73,90401,91040,3.0,3.0
74,135459,121438,2.5,2.5
75,135459,121084,2.5,2.5
76,86310,86328,3.0,3.0
77,90409,91038,3.0,3.0
78,90409,91037,3.0,3.0
79,90409,91032,3.0,3.0
80,90409,91035,3.0,3.0
81,291132,291366,17.0,17.0
82,291132,291367,17.0,17.0
83,86335,86346,3.0,3.0
84,201028,129539,2.5,2.5
85,90444,91037,20.0,20.0
86,90444,91032,3.0,3.0
87,90444,91041,10.0,10.0
88,90444,91033,7.0,7.0
89,86352,86931,10.0,10.0
90,160083,160082,3.0,3.0
91,135507,121438,2.5,2.5
92,135507,136560,4.0,4.0
93,135507,121084,2.5,2.5
94,86363,86930,6.0,6.0
95,86363,86926,3.0,3.0
96,86363,86925,6.0,6.0
97,86363,86929,3.0,3.0
98,131443,131736,1.0,1.0
99,291191,291361,3.0,3.0
100,291191,291360,3.0,3.0
101,131454,136560,4.0,4.0
102,131454,131764,2.5,2.5
103,131764,161209,2.5,2.5
104,135558,121438,2.5,2.5
105,135558,135507,5.5,5.5
106,135558,121084,2.5,2.5
107,86409,86928,3.0,3.0
108,86409,86927,7.0,7.0
109,86409,86926,3.0,3.0
110,86409,86925,7.0,7.0
111,90510,91037,3.0,3.0
112,90523,91032,3.0,3.0
113,86437,86928,13.0,13.0
114,86437,86927,26.0,26.0
115,86437,86926,3.0,3.0
116,86437,86925,3.0,3.0
117,86437,86930,3.0,3.0
118,90533,91032,3.0,3.0
119,131503,121219,1.0,1.0
120,121219,121375,7.0,7.0
121,121219,121344,1.0,1.0
122,291251,291305,6.0,6.0
123,291251,291302,3.0,3.0
124,291251,291304,3.0,3.0
125,102838,121563,3.0,3.0
126,102838,121564,3.0,3.0
127,102838,121565,3.0,3.0
128,131515,132707,3.0,3.0
129,291268,291301,3.0,3.0
130,90571,91032,6.0,6.0
131,90571,91035,6.0,6.0
132,135631,121438,5.0,5.0
133,135631,121084,2.5,2.5
134,131538,132714,3.0,3.0
135,131538,132711,3.0,3.0
136,102874,121334,2.5,2.5
