,Name,File,LOC,TypeDecl,Method,Local,Property,Variable,Basic-Node,Basic-Edge,Topic-Node,Topic-Edge,Lab-Node,Lab-Edge
0,Node.js-20.2.0,343,8155.0,328,4260,29,709,738,5669,3966,1141,2123,1141,1245
