10919,MODIFIER,<empty>,,,STATIC,2
10931,MODIFIER,<empty>,,,STATIC,2
10943,MODIFIER,<empty>,,,STATIC,2
18753,MODIFIER,<empty>,,,STATIC,2
18765,MODIFIER,<empty>,,,STATIC,2
21749,MODIFIER,<empty>,,,STATIC,2
29384,MODIFIER,<empty>,,,STATIC,2
37414,MODIFIER,<empty>,,,STATIC,2
37432,MODIFIER,<empty>,,,STATIC,2
37450,MODIFIER,<empty>,,,STATIC,2
41232,MODIFIER,<empty>,,,STATIC,2
58449,MODIFIER,<empty>,,,STATIC,2
82404,MODIFIER,<empty>,,,STATIC,2
94389,MODIFIER,<empty>,,,STATIC,2
105927,MODIFIER,<empty>,,,STATIC,2
105939,MODIFIER,<empty>,,,STATIC,2
107632,MODIFIER,<empty>,,,STATIC,2
117041,MODIFIER,<empty>,,,STATIC,2
117085,MODIFIER,<empty>,,,STATIC,2
127906,MODIFIER,<empty>,,,STATIC,2
133785,MODIFIER,<empty>,,,STATIC,2
133843,MODIFIER,<empty>,,,STATIC,2
159851,MODIFIER,<empty>,,,STATIC,2
161794,MODIFIER,<empty>,,,STATIC,2
173434,MODIFIER,<empty>,,,STATIC,2
173446,MODIFIER,<empty>,,,STATIC,2
173479,MODIFIER,<empty>,,,STATIC,2
173552,MODIFIER,<empty>,,,STATIC,2
173594,MODIFIER,<empty>,,,STATIC,2
175702,MODIFIER,<empty>,,,STATIC,2
175717,MODIFIER,<empty>,,,STATIC,2
177474,MODIFIER,<empty>,,,STATIC,2
177537,MODIFIER,<empty>,,,STATIC,2
178665,MODIFIER,<empty>,,,STATIC,2
178722,MODIFIER,<empty>,,,STATIC,2
179722,MODIFIER,<empty>,,,STATIC,2
179758,MODIFIER,<empty>,,,STATIC,2
182826,MODIFIER,<empty>,,,STATIC,2
183195,MODIFIER,<empty>,,,STATIC,2
183207,MODIFIER,<empty>,,,STATIC,2
184581,MODIFIER,<empty>,,,STATIC,2
185491,MODIFIER,<empty>,,,STATIC,2
185503,MODIFIER,<empty>,,,STATIC,2
186500,MODIFIER,<empty>,,,STATIC,2
188709,MODIFIER,<empty>,,,STATIC,2
189680,MODIFIER,<empty>,,,STATIC,2
190813,MODIFIER,<empty>,,,STATIC,2
222763,MODIFIER,<empty>,,,STATIC,2
230811,MODIFIER,<empty>,,,STATIC,2
235557,MODIFIER,<empty>,,,STATIC,2
239793,MODIFIER,<empty>,,,STATIC,2
246281,MODIFIER,<empty>,,,STATIC,2
264143,MODIFIER,<empty>,,,STATIC,2
264206,MODIFIER,<empty>,,,STATIC,2
264238,MODIFIER,<empty>,,,STATIC,2
276603,MODIFIER,<empty>,,,STATIC,2
276647,MODIFIER,<empty>,,,STATIC,2
276828,MODIFIER,<empty>,,,STATIC,2
324112,MODIFIER,<empty>,,,STATIC,2
324427,MODIFIER,<empty>,,,STATIC,2
332511,MODIFIER,<empty>,,,STATIC,2
373242,MODIFIER,<empty>,,,STATIC,2
383828,MODIFIER,<empty>,,,STATIC,2
383846,MODIFIER,<empty>,,,STATIC,2
383871,MODIFIER,<empty>,,,STATIC,2
383964,MODIFIER,<empty>,,,STATIC,2
416682,MODIFIER,<empty>,,,STATIC,2
426767,MODIFIER,<empty>,,,STATIC,2
434885,MODIFIER,<empty>,,,STATIC,2
434934,MODIFIER,<empty>,,,STATIC,2
437864,MODIFIER,<empty>,,,STATIC,2
444120,MODIFIER,<empty>,,,STATIC,2
463811,MODIFIER,<empty>,,,STATIC,2
467483,MODIFIER,<empty>,,,STATIC,2
