,Name,File,LOC,TypeDecl,Method,Local,Property,Variable,Basic-Node,Basic-Edge,Topic-Node,Topic-Edge,Lab-Node,Lab-Edge
0,Opencv,346,42631.0,2931,12773,95,4333,4428,20478,27599,4794,9560,4794,6618
