85,METHOD_RETURN,RET,1,,BY_VALUE,16,3,,void
93,METHOD_RETURN,RET,1,,BY_VALUE,35,2,,void
101,METHOD_RETURN,RET,1,,BY_VALUE,40,2,,void
104,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
116,METHOD_RETURN,RET,10,,BY_VALUE,22,2,,void
120,METHOD_RETURN,RET,10,,BY_VALUE,23,2,,void
128,METHOD_RETURN,RET,10,,BY_VALUE,24,6,,void
133,METHOD_RETURN,RET,10,,BY_VALUE,27,3,,void
137,METHOD_RETURN,RET,10,,BY_VALUE,28,2,,void
158,METHOD_RETURN,RET,,,BY_VALUE,,3,,ANY
159,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
166,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
179,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
209,METHOD_RETURN,RET,1,,BY_VALUE,26,3,,WORD
211,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
237,METHOD_RETURN,RET,1,,BY_VALUE,24,4,,inclusive_rect
255,METHOD_RETURN,RET,1,,BY_VALUE,31,4,,point
273,METHOD_RETURN,RET,1,,BY_VALUE,38,4,,inclusive_rect
275,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
298,METHOD_RETURN,RET,1,,BY_VALUE,14,2,,ANY
315,METHOD_RETURN,RET,1,,BY_VALUE,22,5,,ANY
330,METHOD_RETURN,RET,1,,BY_VALUE,35,5,,ANY
337,METHOD_RETURN,RET,1,,BY_VALUE,47,3,,ANY
343,METHOD_RETURN,RET,1,,BY_VALUE,52,2,,wstring_view
350,METHOD_RETURN,RET,1,,BY_VALUE,57,3,,void
356,METHOD_RETURN,RET,1,,BY_VALUE,62,2,,DbcsAttribute
369,METHOD_RETURN,RET,1,,BY_VALUE,67,2,,TextAttribute
381,METHOD_RETURN,RET,1,,BY_VALUE,73,3,,void
389,METHOD_RETURN,RET,1,,BY_VALUE,78,3,,void
418,METHOD_RETURN,RET,1,,BY_VALUE,83,3,,void
420,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
440,METHOD_RETURN,RET,5,,BY_VALUE,28,2,,const char*
445,METHOD_RETURN,RET,5,,BY_VALUE,37,2,,ANY
452,METHOD_RETURN,RET,5,,BY_VALUE,39,5,,ANY
459,METHOD_RETURN,RET,5,,BY_VALUE,43,5,,ANY
464,METHOD_RETURN,RET,5,,BY_VALUE,47,3,,ANY
469,METHOD_RETURN,RET,5,,BY_VALUE,49,3,,ANY
474,METHOD_RETURN,RET,5,,BY_VALUE,50,3,,ANY
479,METHOD_RETURN,RET,5,,BY_VALUE,52,3,,OutputCell
484,METHOD_RETURN,RET,5,,BY_VALUE,53,3,,OutputCell
488,METHOD_RETURN,RET,5,,BY_VALUE,55,2,,ANY
492,METHOD_RETURN,RET,29,,BY_VALUE,57,2,,ANY
497,METHOD_RETURN,RET,10,,BY_VALUE,58,3,,void
501,METHOD_RETURN,RET,18,,BY_VALUE,60,2,,DbcsAttribute
505,METHOD_RETURN,RET,18,,BY_VALUE,61,2,,TextAttribute
511,METHOD_RETURN,RET,5,,BY_VALUE,63,2,,DbcsAttribute
524,METHOD_RETURN,RET,5,,BY_VALUE,68,2,,TextAttribute
530,METHOD_RETURN,RET,5,,BY_VALUE,74,2,,TextAttributeBehavior
539,METHOD_RETURN,RET,10,,BY_VALUE,87,3,,void
544,METHOD_RETURN,RET,10,,BY_VALUE,88,3,,void
549,METHOD_RETURN,RET,10,,BY_VALUE,89,3,,void
559,METHOD_RETURN,RET,,,BY_VALUE,,3,,ANY
560,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
588,METHOD_RETURN,RET,1,,BY_VALUE,21,4,,ANY
594,METHOD_RETURN,RET,1,,BY_VALUE,37,4,,ANY
601,METHOD_RETURN,RET,1,,BY_VALUE,54,5,,ANY
607,METHOD_RETURN,RET,1,,BY_VALUE,70,4,,ANY
612,METHOD_RETURN,RET,1,,BY_VALUE,85,3,,ANY
619,METHOD_RETURN,RET,1,,BY_VALUE,101,5,,ANY
624,METHOD_RETURN,RET,1,,BY_VALUE,116,3,,ANY
629,METHOD_RETURN,RET,1,,BY_VALUE,131,3,,ANY
634,METHOD_RETURN,RET,1,,BY_VALUE,146,3,,ANY
639,METHOD_RETURN,RET,1,,BY_VALUE,161,2,,ANY
645,METHOD_RETURN,RET,1,,BY_VALUE,201,2,,size_t
853,METHOD_RETURN,RET,1,,BY_VALUE,210,2,,OutputCellIterator
866,METHOD_RETURN,RET,1,,BY_VALUE,306,3,,OutputCellIterator
872,METHOD_RETURN,RET,1,,BY_VALUE,317,2,,OutputCellView
879,METHOD_RETURN,RET,1,,BY_VALUE,326,2,,OutputCellView
917,METHOD_RETURN,RET,1,,BY_VALUE,340,2,,bool
929,METHOD_RETURN,RET,1,,BY_VALUE,365,3,,OutputCellView
942,METHOD_RETURN,RET,1,,BY_VALUE,380,4,,OutputCellView
975,METHOD_RETURN,RET,1,,BY_VALUE,396,5,,OutputCellView
1010,METHOD_RETURN,RET,1,,BY_VALUE,412,3,,OutputCellView
1023,METHOD_RETURN,RET,1,,BY_VALUE,428,3,,OutputCellView
1059,METHOD_RETURN,RET,1,,BY_VALUE,443,4,,OutputCellView
1077,METHOD_RETURN,RET,1,,BY_VALUE,459,3,,OutputCellView
1145,METHOD_RETURN,RET,1,,BY_VALUE,477,3,,OutputCellView
1168,METHOD_RETURN,RET,1,,BY_VALUE,505,3,,OutputCellView
1187,METHOD_RETURN,RET,1,,BY_VALUE,514,3,,CoordType
1206,METHOD_RETURN,RET,1,,BY_VALUE,523,3,,CoordType
1208,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
1229,METHOD_RETURN,RET,5,,BY_VALUE,36,4,,ANY
1235,METHOD_RETURN,RET,5,,BY_VALUE,37,4,,ANY
1242,METHOD_RETURN,RET,5,,BY_VALUE,38,5,,ANY
1248,METHOD_RETURN,RET,5,,BY_VALUE,39,4,,ANY
1253,METHOD_RETURN,RET,5,,BY_VALUE,40,3,,ANY
1260,METHOD_RETURN,RET,5,,BY_VALUE,41,5,,ANY
1264,METHOD_RETURN,RET,5,,BY_VALUE,45,2,,ANY
1269,METHOD_RETURN,RET,5,,BY_VALUE,47,3,,OutputCellIterator
1273,METHOD_RETURN,RET,5,,BY_VALUE,49,2,,ANY
1277,METHOD_RETURN,RET,12,,BY_VALUE,51,2,,size_t
1282,METHOD_RETURN,RET,20,,BY_VALUE,52,3,,ANY
1287,METHOD_RETURN,RET,20,,BY_VALUE,53,3,,ANY
1293,METHOD_RETURN,RET,5,,BY_VALUE,54,4,,CoordType
1297,METHOD_RETURN,RET,23,,BY_VALUE,56,2,,OutputCellIterator
1302,METHOD_RETURN,RET,24,,BY_VALUE,57,3,,OutputCellIterator
1306,METHOD_RETURN,RET,25,,BY_VALUE,59,2,,OutputCellView
1310,METHOD_RETURN,RET,25,,BY_VALUE,60,2,,OutputCellView*
1325,METHOD_RETURN,RET,10,,BY_VALUE,102,2,,bool
1330,METHOD_RETURN,RET,27,,BY_VALUE,104,3,,OutputCellView
1336,METHOD_RETURN,RET,27,,BY_VALUE,105,4,,OutputCellView
1343,METHOD_RETURN,RET,27,,BY_VALUE,106,5,,OutputCellView
1348,METHOD_RETURN,RET,27,,BY_VALUE,107,3,,OutputCellView
1353,METHOD_RETURN,RET,27,,BY_VALUE,108,3,,OutputCellView
1358,METHOD_RETURN,RET,27,,BY_VALUE,109,3,,OutputCellView
1364,METHOD_RETURN,RET,27,,BY_VALUE,110,4,,OutputCellView
1369,METHOD_RETURN,RET,27,,BY_VALUE,111,3,,OutputCellView
1374,METHOD_RETURN,RET,27,,BY_VALUE,113,3,,OutputCellView
