,id,label,node_type,weight,fan_in,fan_out,sscc,con_cf,con_df,con_zc,con_rf,con_val,McCabe,LOC,n1,n2,N1,N2,H,V,AFO,AFP,VRI,DRI,VMulD,VPlusD,dc,cc,bc,pg,er,cr,gc,ggc,gcd,ggcd,iFit
0,8208,ngx_conf_deprecated (8208),Method,4,0,3,1,0,1,0,0,2,1,12.0,2,5,3,7,13.60964047443681,28.07354922057604,0.08691381247653211,0.009998564125821409,0.08172342196713059,0.0,1.0817234219671306,0.08172342196713059,0.0017825311942959003,0.0,0.0,0.0004276666715155637,0.0,0.00013592098753751998,269.9166666666667,267.0819527943081,0.0,0.0,0.0
1,6976,ngx_conf_log_error (6976),Method,9,49,5,4,0,5,0,0,2,4,31.0,6,11,22,37,53.5635228093372,241.16030763377,0.25204547054685006,0.13778630451121734,0.740043557809074,0.5801025547437937,2.749447271059598,1.3201461125528677,0.015448603683897803,0.014357922496520402,0.00023244263294623508,0.0017718192172502226,0.0008189895123658241,0.026149463740547864,6033.444444444444,5911.306911034813,6629.277777777778,6301.320828213967,4.9986835554601254e-11
2,8379,old_name (8379),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.006332423946353558,0.0,0.0005503751073952746,1.0005503751073952,0.0005503751073952746,0.0005941770647653001,0.0005941770647653001,0.0,0.0005558621503626199,1.8822938888191748e-05,5.6767000677434814e-05,0.0,0.0,3.0,3.0,7.519313784367159e-17
3,8380,new_name (8380),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.006332423946353558,0.0,0.0005503751073952746,1.0005503751073952,0.0005503751073952746,0.0005941770647653001,0.0005941770647653001,0.0,0.0005558621503626199,1.8822938888191748e-05,5.6767000677434814e-05,0.0,0.0,3.0,3.0,7.519313784367159e-17
4,24596,ngx_log_error (24596),Method,3,216,1,2,0,1,0,0,0,2,11.0,2,5,2,10,13.60964047443681,33.68825906469125,0.22077989815049198,0.887166058245789,0.349906142601233,24.228277833057618,34.055807214095,24.578183975658852,0.06833036244800951,0.078789506670248,0.0011575325190069541,0.017461866918399592,0.005377354399356077,0.3904027830501197,6120.555555555556,5905.442070657971,161622.91666666666,153671.21948880018,5.0326093994971344e-09
5,24351,ngx_log_error_core (24351),Method,28,2,11,17,1,7,0,0,9,15,110.0,18,23,68,89,179.1005750152729,841.1356647250392,0.21263086842423715,0.790252623097308,0.6905875377097964,6.27504091317269,12.299093504138648,6.965628450882487,0.005941770647653001,0.0498865799998178,0.001092533363289466,0.015682936676921954,0.004602122804266318,0.3347053679624484,1997.7777777777778,1834.058762323479,5007.777777777778,4517.708368264334,2.446823278745643e-09
6,270357,ngx_http_named_location (270357),Method,25,1,16,9,4,8,0,0,8,7,74.0,12,13,64,60,91.12526634448807,575.8381675320658,0.09856195446828071,0.034539137012616995,0.3370415787448115,0.006446506982564826,1.3456608266181693,0.3434880857273763,0.005941770647653001,0.00106951871657754,2.4374683394058086e-05,0.0004446304319017368,1.630881582018171e-05,0.0035338491588733194,3915.277777777778,3453.9540852175433,180.0,154.7595951348968,3.53179229728345e-13
7,263989,ngx_http_finalize_request (263989),Method,1,26,0,1,0,0,0,0,0,1,185.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.089197951068452,0.0,0.1160400069597756,1.1160400069597756,0.1160400069597756,0.0077243018419489015,0.008177008177008178,0.0,0.0021785707765957364,0.00042475001467743906,0.007171482600791988,0.0,0.0,1325.2777777777778,1224.690532016543,3.136896230481694e-12
8,266315,ngx_http_core_module (266315),Local,1,11,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.0644666872839468,0.0,0.09003599707723356,1.0900359970772335,0.09003599707723356,0.005941770647653001,0.0074272133095662505,0.0,0.0011337437906213316,0.0002595984739706438,0.003926074891351111,0.0,0.0,1368.3333333333335,1250.8130582786061,3.171003147209784e-12
9,276666,named_locations (276666),Member,1,2,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.008225899118727877,0.0,0.0013057203270405867,1.0013057203270406,0.0013057203270405867,0.0005941770647653001,0.001056314781804978,0.0,0.0004906097894603552,6.505354520183156e-05,0.0005539309788943163,0.0,0.0,14.694444444444443,13.42516839456393,3.298108654105869e-14
