,Name,File,LOC,TypeDecl,Method,Local,Property,Variable,Basic-Node,Basic-Edge,Topic-Node,Topic-Edge,Lab-Node,Lab-Edge
0,Terminal,1128,118018.0,1572,12495,2366,5006,7372,22567,40150,9171,25219,9171,13055
