25,95678,CALL
27,95683,CALL
28,95688,CALL
29,95692,CALL
33,95678,CALL
35,95697,CALL
37,95678,CALL
38,95692,CALL
42,95701,CALL
45,95678,CALL
46,95692,CALL
50,95678,CALL
51,95692,CALL
55,95706,CALL
57,95710,CALL
58,95692,CALL
59,95710,CALL
60,95692,CALL
61,95692,CALL
68,95710,CALL
69,95692,CALL
74,95717,CALL
80,95721,CALL
82,95701,CALL
84,95725,CALL
85,95721,CALL
93,95728,CALL
95,95735,CALL
100,95739,CALL
101,95692,CALL
112,95745,CALL
116,95749,CALL
117,95756,CALL
120,95717,CALL
123,95717,CALL
135,95678,CALL
137,95761,CALL
141,95678,CALL
143,95761,CALL
144,95761,CALL
149,95678,CALL
151,95766,CALL
158,95771,CALL
162,95678,CALL
164,95775,CALL
170,95678,CALL
173,95780,CALL
176,95785,CALL
179,95706,CALL
181,95789,CALL
182,95692,CALL
183,95789,CALL
184,95692,CALL
185,95692,CALL
192,95789,CALL
193,95756,CALL
196,95796,CALL
197,95799,CALL
200,95706,CALL
201,95803,CALL
202,95756,CALL
206,95803,CALL
207,95692,CALL
208,95803,CALL
209,95692,CALL
210,95692,CALL
217,95803,CALL
218,95756,CALL
224,95678,CALL
227,95780,CALL
230,95785,CALL
233,95706,CALL
235,95807,CALL
236,95692,CALL
237,95807,CALL
238,95692,CALL
239,95692,CALL
246,95807,CALL
247,95756,CALL
250,95796,CALL
251,95799,CALL
253,95706,CALL
254,95803,CALL
255,95756,CALL
259,95803,CALL
260,95692,CALL
261,95803,CALL
262,95692,CALL
263,95692,CALL
270,95803,CALL
271,95756,CALL
275,95678,CALL
277,95813,CALL
278,95799,CALL
280,95799,CALL
283,95678,CALL
285,95813,CALL
286,95799,CALL
288,95799,CALL
291,95678,CALL
293,95799,CALL
298,95678,CALL
302,95785,CALL
305,95818,CALL
306,95823,CALL
310,95828,CALL
311,95692,CALL
312,95828,CALL
313,95692,CALL
314,95692,CALL
325,95678,CALL
327,95834,CALL
328,95756,CALL
331,95838,CALL
334,95841,CALL
335,95756,CALL
338,95845,CALL
339,95850,CALL
340,95756,CALL
343,95780,CALL
344,95854,CALL
345,95692,CALL
346,95858,CALL
347,95756,CALL
352,95862,CALL
353,95756,CALL
357,95721,CALL
359,95866,CALL
360,95756,CALL
361,95871,CALL
362,95692,CALL
368,95678,CALL
370,95813,CALL
371,95799,CALL
373,95799,CALL
375,95875,CALL
378,95683,CALL
381,95766,CALL
384,95766,CALL
385,95813,CALL
386,95799,CALL
388,95799,CALL
392,95883,CALL
394,95766,CALL
400,95678,CALL
402,95813,CALL
403,95799,CALL
405,95799,CALL
407,95888,CALL
410,95892,CALL
411,95692,CALL
412,95892,CALL
413,95692,CALL
414,95692,CALL
422,95683,CALL
425,95898,CALL
428,95903,CALL
429,95692,CALL
430,95903,CALL
431,95692,CALL
432,95692,CALL
440,95909,CALL
441,95766,CALL
455,95914,CALL
456,95692,CALL
462,95678,CALL
464,95918,CALL
465,95692,CALL
466,95692,CALL
472,95717,CALL
473,95692,CALL
478,95925,CALL
490,95929,CALL
491,95692,CALL
497,95678,CALL
499,95933,CALL
500,95692,CALL
501,95692,CALL
507,95717,CALL
508,95692,CALL
513,95940,CALL
514,95766,CALL
524,93241,CALL
524,93051,CALL
525,95692,CALL
526,95692,CALL
563,95678,CALL
564,95756,CALL
568,95841,CALL
569,95756,CALL
573,95678,CALL
575,95944,CALL
577,95756,CALL
581,95850,CALL
582,95756,CALL
587,95678,CALL
589,95949,CALL
590,95756,CALL
594,95717,CALL
597,95955,CALL
598,95959,CALL
599,95692,CALL
606,95678,CALL
608,95963,CALL
612,95967,CALL
613,95692,CALL
614,95756,CALL
618,95858,CALL
619,95756,CALL
624,95850,CALL
625,95756,CALL
628,95862,CALL
629,95756,CALL
634,95678,CALL
636,95858,CALL
637,95756,CALL
640,95967,CALL
641,95692,CALL
642,95756,CALL
647,95972,CALL
648,95756,CALL
652,95771,CALL
653,95756,CALL
657,95959,CALL
658,95692,CALL
662,95678,CALL
664,95977,CALL
665,95756,CALL
669,95959,CALL
670,95692,CALL
674,95678,CALL
675,95756,CALL
678,95984,CALL
679,95756,CALL
682,95988,CALL
683,95992,CALL
684,95756,CALL
690,95997,CALL
691,95756,CALL
694,95721,CALL
697,95959,CALL
698,95692,CALL
702,95678,CALL
704,96001,CALL
705,95756,CALL
709,95959,CALL
710,95692,CALL
714,95678,CALL
716,96005,CALL
717,95756,CALL
720,95721,CALL
722,95678,CALL
726,95959,CALL
727,95692,CALL
732,95678,CALL
734,95834,CALL
735,95756,CALL
738,95838,CALL
739,95756,CALL
742,95756,CALL
745,95678,CALL
747,96009,CALL
748,95756,CALL
751,95721,CALL
754,95955,CALL
755,96013,CALL
756,95692,CALL
757,96009,CALL
758,95756,CALL
763,95678,CALL
