76,METHOD_RETURN,RET,3,,BY_VALUE,20,2,,ANY
87,METHOD_RETURN,RET,3,,BY_VALUE,30,2,,ANY
105,METHOD_RETURN,RET,3,,BY_VALUE,36,3,,string
127,METHOD_RETURN,RET,3,,BY_VALUE,42,4,,uint64_t
132,METHOD_RETURN,RET,8,,BY_VALUE,49,3,,void
445,METHOD_RETURN,RET,1,,BY_VALUE,58,3,,void
450,METHOD_RETURN,RET,1,,BY_VALUE,106,2,,void
459,METHOD_RETURN,RET,1,,BY_VALUE,106,2,,void
480,METHOD_RETURN,RET,1,,BY_VALUE,106,2,,void
485,METHOD_RETURN,RET,1,,BY_VALUE,110,2,,void
494,METHOD_RETURN,RET,1,,BY_VALUE,110,2,,void
517,METHOD_RETURN,RET,1,,BY_VALUE,110,2,,void
530,METHOD_RETURN,RET,1,,BY_VALUE,116,4,,int
532,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
790,METHOD_RETURN,RET,1,,BY_VALUE,17,8,,Status
792,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
814,METHOD_RETURN,RET,15,,BY_VALUE,25,8,,Status
816,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
876,METHOD_RETURN,RET,8,,BY_VALUE,62,3,,void
885,METHOD_RETURN,RET,7,,BY_VALUE,63,7,,int
890,METHOD_RETURN,RET,13,,BY_VALUE,67,3,,char*
898,METHOD_RETURN,RET,3,,BY_VALUE,69,2,,ANY
925,METHOD_RETURN,RET,3,,BY_VALUE,73,4,,int
934,METHOD_RETURN,RET,3,,BY_VALUE,77,2,,const char*
940,METHOD_RETURN,RET,3,,BY_VALUE,82,4,,void
945,METHOD_RETURN,RET,3,,BY_VALUE,83,3,,void
952,METHOD_RETURN,RET,8,,BY_VALUE,88,3,,void
957,METHOD_RETURN,RET,13,,BY_VALUE,89,3,,char*
966,METHOD_RETURN,RET,7,,BY_VALUE,90,7,,char*
975,METHOD_RETURN,RET,17,,BY_VALUE,95,7,,unsigned char
983,METHOD_RETURN,RET,3,,BY_VALUE,100,2,,ANY
992,METHOD_RETURN,RET,3,,BY_VALUE,104,2,,const char*
1069,METHOD_RETURN,RET,3,,BY_VALUE,108,5,,void
1096,METHOD_RETURN,RET,3,,BY_VALUE,121,4,,bool
1154,METHOD_RETURN,RET,1,,BY_VALUE,132,4,,bool
1187,METHOD_RETURN,RET,1,,BY_VALUE,146,3,,char*
1227,METHOD_RETURN,RET,1,,BY_VALUE,152,5,,leveldb_t
1238,METHOD_RETURN,RET,1,,BY_VALUE,165,3,,void
1266,METHOD_RETURN,RET,1,,BY_VALUE,170,9,,void
1289,METHOD_RETURN,RET,1,,BY_VALUE,180,7,,void
1312,METHOD_RETURN,RET,1,,BY_VALUE,189,6,,void
1379,METHOD_RETURN,RET,1,,BY_VALUE,197,8,,char*
1405,METHOD_RETURN,RET,1,,BY_VALUE,218,4,,leveldb_iterator_t
1427,METHOD_RETURN,RET,1,,BY_VALUE,226,3,,leveldb_snapshot_t
1444,METHOD_RETURN,RET,1,,BY_VALUE,233,4,,void
1473,METHOD_RETURN,RET,1,,BY_VALUE,240,4,,char*
1538,METHOD_RETURN,RET,1,,BY_VALUE,252,9,,void
1579,METHOD_RETURN,RET,1,,BY_VALUE,267,7,,void
1593,METHOD_RETURN,RET,1,,BY_VALUE,278,5,,void
1607,METHOD_RETURN,RET,1,,BY_VALUE,285,5,,void
1618,METHOD_RETURN,RET,1,,BY_VALUE,292,3,,void
1630,METHOD_RETURN,RET,1,,BY_VALUE,297,3,,unsigned char
1641,METHOD_RETURN,RET,1,,BY_VALUE,301,3,,void
1652,METHOD_RETURN,RET,1,,BY_VALUE,305,3,,void
1668,METHOD_RETURN,RET,1,,BY_VALUE,309,5,,void
1679,METHOD_RETURN,RET,1,,BY_VALUE,313,3,,void
1690,METHOD_RETURN,RET,1,,BY_VALUE,317,3,,void
1717,METHOD_RETURN,RET,1,,BY_VALUE,321,4,,const char*
1744,METHOD_RETURN,RET,1,,BY_VALUE,327,4,,const char*
1758,METHOD_RETURN,RET,1,,BY_VALUE,333,4,,void
1765,METHOD_RETURN,RET,1,,BY_VALUE,337,2,,leveldb_writebatch_t
1772,METHOD_RETURN,RET,1,,BY_VALUE,341,3,,void
1783,METHOD_RETURN,RET,1,,BY_VALUE,345,3,,void
1804,METHOD_RETURN,RET,1,,BY_VALUE,349,7,,void
1820,METHOD_RETURN,RET,1,,BY_VALUE,356,5,,void
1852,METHOD_RETURN,RET,1,,BY_VALUE,362,6,,void
1859,METHOD_RETURN,RET,1,,BY_VALUE,386,2,,leveldb_options_t
1866,METHOD_RETURN,RET,1,,BY_VALUE,390,3,,void
1879,METHOD_RETURN,RET,1,,BY_VALUE,394,4,,void
1892,METHOD_RETURN,RET,1,,BY_VALUE,400,4,,void
1905,METHOD_RETURN,RET,1,,BY_VALUE,406,4,,void
1918,METHOD_RETURN,RET,1,,BY_VALUE,411,4,,void
1931,METHOD_RETURN,RET,1,,BY_VALUE,416,4,,void
1949,METHOD_RETURN,RET,1,,BY_VALUE,421,4,,void
1967,METHOD_RETURN,RET,1,,BY_VALUE,425,4,,void
1980,METHOD_RETURN,RET,1,,BY_VALUE,429,4,,void
1993,METHOD_RETURN,RET,1,,BY_VALUE,433,4,,void
2008,METHOD_RETURN,RET,1,,BY_VALUE,437,4,,void
2021,METHOD_RETURN,RET,1,,BY_VALUE,441,4,,void
2034,METHOD_RETURN,RET,1,,BY_VALUE,445,4,,void
2049,METHOD_RETURN,RET,1,,BY_VALUE,449,4,,void
2084,METHOD_RETURN,RET,1,,BY_VALUE,453,6,,leveldb_comparator_t
2091,METHOD_RETURN,RET,1,,BY_VALUE,469,3,,void
2132,METHOD_RETURN,RET,1,,BY_VALUE,473,7,,leveldb_filterpolicy_t
2139,METHOD_RETURN,RET,1,,BY_VALUE,495,3,,void
2170,METHOD_RETURN,RET,1,,BY_VALUE,499,3,,leveldb_filterpolicy_t
2177,METHOD_RETURN,RET,1,,BY_VALUE,522,2,,leveldb_readoptions_t
2184,METHOD_RETURN,RET,1,,BY_VALUE,526,3,,void
2197,METHOD_RETURN,RET,1,,BY_VALUE,530,4,,void
2210,METHOD_RETURN,RET,1,,BY_VALUE,536,4,,void
2228,METHOD_RETURN,RET,1,,BY_VALUE,541,4,,void
2235,METHOD_RETURN,RET,1,,BY_VALUE,547,2,,leveldb_writeoptions_t
2242,METHOD_RETURN,RET,1,,BY_VALUE,551,3,,void
2255,METHOD_RETURN,RET,1,,BY_VALUE,555,4,,void
2273,METHOD_RETURN,RET,1,,BY_VALUE,560,3,,leveldb_cache_t
2284,METHOD_RETURN,RET,1,,BY_VALUE,566,3,,void
2308,METHOD_RETURN,RET,1,,BY_VALUE,571,2,,leveldb_env_t
2325,METHOD_RETURN,RET,1,,BY_VALUE,578,3,,void
2332,METHOD_RETURN,RET,1,,BY_VALUE,583,3,,void
2338,METHOD_RETURN,RET,1,,BY_VALUE,587,2,,int
2344,METHOD_RETURN,RET,1,,BY_VALUE,591,2,,int
2346,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
2382,METHOD_RETURN,RET,1,,BY_VALUE,17,3,,void
2408,METHOD_RETURN,RET,1,,BY_VALUE,22,3,,const char*
2463,METHOD_RETURN,RET,1,,BY_VALUE,41,5,,void
2479,METHOD_RETURN,RET,1,,BY_VALUE,57,3,,void
2528,METHOD_RETURN,RET,1,,BY_VALUE,64,6,,void
2557,METHOD_RETURN,RET,1,,BY_VALUE,78,5,,void
2618,METHOD_RETURN,RET,1,,BY_VALUE,89,7,,void
2655,METHOD_RETURN,RET,1,,BY_VALUE,108,5,,void
2660,METHOD_RETURN,RET,1,,BY_VALUE,115,3,,void
2712,METHOD_RETURN,RET,1,,BY_VALUE,117,7,,int
2719,METHOD_RETURN,RET,1,,BY_VALUE,128,3,,const char*
2728,METHOD_RETURN,RET,1,,BY_VALUE,134,3,,void
2735,METHOD_RETURN,RET,1,,BY_VALUE,135,3,,const char*
2759,METHOD_RETURN,RET,1,,BY_VALUE,138,7,,char*
2805,METHOD_RETURN,RET,1,,BY_VALUE,148,7,,unsigned char
3825,METHOD_RETURN,RET,1,,BY_VALUE,157,4,,int
3827,METHOD_RETURN,RET,1,,BY_VALUE,1,2,,ANY
3917,METHOD_RETURN,RET,3,,BY_VALUE,35,2,,ANY
3928,METHOD_RETURN,RET,3,,BY_VALUE,48,2,,ANY
3946,METHOD_RETURN,RET,3,,BY_VALUE,54,2,,Status
3965,METHOD_RETURN,RET,3,,BY_VALUE,60,2,,void
3993,METHOD_RETURN,RET,3,,BY_VALUE,64,2,,void
4066,METHOD_RETURN,RET,3,,BY_VALUE,70,3,,void
4226,METHOD_RETURN,RET,3,,BY_VALUE,88,4,,void
4529,METHOD_RETURN,RET,3,,BY_VALUE,126,5,,void
4563,METHOD_RETURN,RET,3,,BY_VALUE,176,3,,int
4587,METHOD_RETURN,RET,3,,BY_VALUE,188,4,,Slice
4605,METHOD_RETURN,RET,3,,BY_VALUE,196,4,,Slice
4610,METHOD_RETURN,RET,1,,BY_VALUE,202,2,,void
4619,METHOD_RETURN,RET,1,,BY_VALUE,202,2,,void
4659,METHOD_RETURN,RET,1,,BY_VALUE,202,2,,void
4664,METHOD_RETURN,RET,1,,BY_VALUE,213,2,,void
4673,METHOD_RETURN,RET,1,,BY_VALUE,213,2,,void
4725,METHOD_RETURN,RET,1,,BY_VALUE,213,2,,void
4730,METHOD_RETURN,RET,1,,BY_VALUE,219,2,,void
4739,METHOD_RETURN,RET,1,,BY_VALUE,219,2,,void
4862,METHOD_RETURN,RET,1,,BY_VALUE,219,2,,void
4867,METHOD_RETURN,RET,1,,BY_VALUE,236,2,,void
4876,METHOD_RETURN,RET,1,,BY_VALUE,236,2,,void
4928,METHOD_RETURN,RET,1,,BY_VALUE,236,2,,void
4933,METHOD_RETURN,RET,1,,BY_VALUE,247,2,,void
4942,METHOD_RETURN,RET,1,,BY_VALUE,247,2,,void
5009,METHOD_RETURN,RET,1,,BY_VALUE,247,2,,void
5014,METHOD_RETURN,RET,1,,BY_VALUE,263,2,,void
5023,METHOD_RETURN,RET,1,,BY_VALUE,263,2,,void
5063,METHOD_RETURN,RET,1,,BY_VALUE,263,2,,void
5068,METHOD_RETURN,RET,1,,BY_VALUE,273,2,,void
5077,METHOD_RETURN,RET,1,,BY_VALUE,273,2,,void
5103,METHOD_RETURN,RET,1,,BY_VALUE,273,2,,void
5108,METHOD_RETURN,RET,1,,BY_VALUE,280,2,,void
5117,METHOD_RETURN,RET,1,,BY_VALUE,280,2,,void
5374,METHOD_RETURN,RET,1,,BY_VALUE,280,2,,void
5379,METHOD_RETURN,RET,1,,BY_VALUE,301,2,,void
5388,METHOD_RETURN,RET,1,,BY_VALUE,301,2,,void
5517,METHOD_RETURN,RET,1,,BY_VALUE,301,2,,void
5522,METHOD_RETURN,RET,1,,BY_VALUE,318,2,,void
5531,METHOD_RETURN,RET,1,,BY_VALUE,318,2,,void
5600,METHOD_RETURN,RET,1,,BY_VALUE,318,2,,void
5605,METHOD_RETURN,RET,1,,BY_VALUE,333,2,,void
5614,METHOD_RETURN,RET,1,,BY_VALUE,333,2,,void
5729,METHOD_RETURN,RET,1,,BY_VALUE,333,2,,void
5734,METHOD_RETURN,RET,1,,BY_VALUE,354,2,,void
5743,METHOD_RETURN,RET,1,,BY_VALUE,354,2,,void
