,source,target,weight,label
0,61447,61524,5.5,5.5
1,61524,61298,16.5,16.5
2,61524,66405,3.0,3.0
3,61524,66404,3.0,3.0
4,61524,66417,3.0,3.0
5,61524,66412,3.0,3.0
6,61524,61288,16.5,16.5
7,413705,15865,7.0,7.0
8,24589,24344,2.5,2.5
9,24344,61501,11.0,11.0
10,24344,24312,9.0,9.0
11,24344,61524,5.5,5.5
12,24344,24740,5.5,5.5
13,24344,409603,5.5,5.5
14,24344,24308,7.0,7.0
15,24344,61447,2.5,2.5
16,24344,421213,2.5,2.5
17,8213,6981,2.5,2.5
18,8213,8384,3.0,3.0
19,8213,8385,3.0,3.0
20,6981,61524,5.5,5.5
21,6981,24740,5.5,5.5
22,6981,24589,7.5,7.5
23,421915,409555,7.0,7.0
24,307230,307253,3.0,3.0
25,61474,61524,5.5,5.5
26,159779,159739,3.0,3.0
27,159779,159557,10.0,10.0
28,159779,303078,9.5,9.5
29,159779,159550,10.0,10.0
30,159779,66404,26.0,26.0
31,159779,24589,2.5,2.5
32,159779,11643,5.5,5.5
33,159779,66405,6.0,6.0
34,159779,58403,2.5,2.5
35,159779,159549,12.0,12.0
36,159779,159562,5.5,5.5
37,159779,159548,6.0,6.0
38,159779,159538,3.0,3.0
39,159779,58859,5.5,5.5
40,159779,58422,5.0,5.0
41,159779,159560,7.0,7.0
42,159779,159559,3.0,3.0
43,159779,159529,3.0,3.0
44,159779,159530,6.0,6.0
45,159779,159531,3.0,3.0
46,159779,39269,2.5,2.5
47,159779,35431,5.5,5.5
48,159779,159542,3.0,3.0
49,159779,159540,3.0,3.0
50,159779,159541,3.0,3.0
51,303078,307290,10.0,10.0
52,303078,307288,3.0,3.0
53,303078,303023,2.5,2.5
54,303078,307253,26.0,26.0
55,303078,307265,3.0,3.0
56,303078,307259,3.0,3.0
57,303078,66404,3.0,3.0
58,303078,66405,13.0,13.0
59,303078,35051,5.5,5.5
60,303078,307291,3.0,3.0
61,303078,307254,3.0,3.0
62,303078,307256,6.0,6.0
63,11643,11638,6.0,6.0
64,58403,409450,5.5,5.5
65,58403,58467,3.0,3.0
66,58859,58533,7.0,7.0
67,58859,58513,11.0,11.0
68,58859,61203,12.0,12.0
69,58859,61201,7.0,7.0
70,58859,61202,3.0,3.0
71,58859,61206,15.0,15.0
72,58859,58535,14.0,14.0
73,58859,58526,2.5,2.5
74,58859,413705,2.5,2.5
75,58422,409485,5.5,5.5
76,58422,58467,3.0,3.0
77,35431,35029,11.0,11.0
78,24618,24344,2.5,2.5
79,409645,409560,3.0,3.0
80,409645,409559,3.0,3.0
81,8237,8390,17.0,17.0
82,8237,8389,20.0,20.0
83,8237,6981,5.0,5.0
84,16431,18743,6.0,6.0
85,16431,18744,3.0,3.0
86,16431,18745,3.0,3.0
87,348218,348095,9.5,9.5
88,348218,274524,3.0,3.0
89,348218,23764,5.5,5.5
90,348218,66404,15.0,15.0
91,348218,66405,22.0,22.0
92,348218,35051,16.5,16.5
93,348218,61447,11.0,11.0
94,348218,24589,5.0,5.0
95,348218,35029,5.5,5.5
96,348218,70061,2.5,2.5
97,348218,348107,5.5,5.5
98,348218,268449,5.5,5.5
99,348218,353516,2.5,2.5
100,35051,34746,2.5,2.5
101,35029,34746,2.5,2.5
102,70061,70163,2.5,2.5
103,70061,61447,2.5,2.5
104,70061,69456,3.0,3.0
105,70061,69467,3.0,3.0
106,268449,35029,11.0,11.0
107,353516,335185,9.5,9.5
108,61501,61524,5.5,5.5
109,24639,24589,2.5,2.5
110,221274,220950,6.0,6.0
111,221274,220611,7.0,7.0
112,221274,265914,9.5,9.5
113,221274,220615,7.0,7.0
114,221274,35411,5.5,5.5
115,221274,228683,3.0,3.0
116,221274,220617,3.0,3.0
117,221274,228676,3.0,3.0
118,221274,228675,3.0,3.0
119,221274,228690,3.0,3.0
120,221274,228692,3.0,3.0
121,221274,228671,12.0,12.0
122,221274,228673,3.0,3.0
123,221274,228696,3.0,3.0
124,221274,220978,3.0,3.0
125,221274,228697,3.0,3.0
126,221274,220614,7.0,7.0
127,265914,21747,7.0,7.0
128,265914,35051,5.5,5.5
129,265914,18940,2.5,2.5
130,35411,35029,5.5,5.5
131,24676,61524,5.5,5.5
132,24676,24740,5.5,5.5
133,24676,421213,2.5,2.5
134,24740,61501,5.5,5.5
135,24740,407625,5.5,5.5
136,303225,307290,7.0,7.0
137,303225,303078,9.5,9.5
138,303225,35755,5.5,5.5
139,303225,24589,2.5,2.5
140,35755,66404,3.0,3.0
141,35755,66405,6.0,6.0
142,35755,63530,5.5,5.5
143,16512,18743,3.0,3.0
144,16512,18745,10.0,10.0
145,151673,151654,3.0,3.0
146,151673,151470,14.0,14.0
147,151673,151473,24.0,24.0
148,151673,151474,24.0,24.0
149,151673,151476,9.5,9.5
150,151673,303078,9.5,9.5
151,90252,61524,5.5,5.5
152,90252,61373,11.0,11.0
153,90252,24589,2.5,2.5
154,213137,310111,9.5,9.5
155,213137,35411,11.0,11.0
156,213137,213093,9.0,9.0
157,213137,212427,7.0,7.0
158,213137,212431,9.5,9.5
159,213137,212423,20.0,20.0
160,213137,261890,5.5,5.5
161,310111,309359,2.5,2.5
162,310111,35411,5.5,5.5
163,102540,102523,3.0,3.0
164,102540,102355,7.0,7.0
165,102540,261924,5.5,5.5
166,102540,266945,5.5,5.5
167,102540,66404,42.0,42.0
168,102540,66405,15.0,15.0
169,102540,102356,3.0,3.0
170,102540,102373,9.5,9.5
171,102540,409255,9.5,9.5
172,102540,3555,9.5,9.5
173,102540,102353,10.0,10.0
174,102540,102386,17.5,17.5
175,102540,261901,5.5,5.5
176,102540,421915,19.0,19.0
177,102540,409287,9.5,9.5
178,102540,409561,7.0,7.0
179,102540,35051,11.0,11.0
180,102540,61373,10.5,10.5
181,102540,409645,9.5,9.5
182,102540,422320,9.5,9.5
183,102540,3228,5.5,5.5
184,102540,102345,16.0,16.0
185,102540,102349,3.0,3.0
186,102540,102350,3.0,3.0
187,102540,102351,3.0,3.0
188,102540,102352,3.0,3.0
189,102540,3525,10.0,10.0
190,102540,3524,3.0,3.0
191,102540,102366,11.0,11.0
192,102540,102379,5.5,5.5
193,102540,102360,5.5,5.5
194,102540,266900,2.5,2.5
195,266945,264188,3.0,3.0
196,266945,24589,2.5,2.5
197,266945,66404,6.0,6.0
198,266945,66405,13.0,13.0
199,266945,35051,5.5,5.5
200,409255,409555,10.0,10.0
201,409255,66405,3.0,3.0
202,409255,409561,3.0,3.0
203,3555,3525,3.0,3.0
204,3555,3526,3.0,3.0
205,3555,3527,3.0,3.0
206,3555,3528,3.0,3.0
207,3555,3524,10.0,10.0
208,3555,35029,5.5,5.5
209,409287,409557,10.0,10.0
210,409287,409555,3.0,3.0
211,409287,409560,3.0,3.0
212,3228,3525,13.0,13.0
213,3228,3527,13.0,13.0
214,3228,3526,16.0,16.0
215,3228,3528,3.0,3.0
216,3228,3524,10.0,10.0
217,233622,233603,6.0,6.0
218,233622,233435,7.0,7.0
219,233622,265914,9.5,9.5
220,233622,233437,7.0,7.0
221,233622,35411,5.5,5.5
222,233622,233462,3.0,3.0
223,233622,233434,7.0,7.0
224,233622,233460,12.0,12.0
225,233622,233436,3.0,3.0
226,233622,233461,3.0,3.0
227,233622,233441,3.0,3.0
228,233622,233444,10.0,10.0
229,233622,35051,11.0,11.0
230,233622,233445,10.0,10.0
231,233622,233458,3.0,3.0
232,233622,233453,3.0,3.0
233,233622,233452,3.0,3.0
234,233622,233439,7.0,7.0
235,40736,40326,3.0,3.0
236,40736,35029,2.5,2.5
237,407625,407623,10.0,10.0
238,407625,407624,7.0,7.0
239,407625,407622,3.0,3.0
240,407625,66404,3.0,3.0
241,407625,66405,3.0,3.0
242,14687,15878,3.0,3.0
243,14687,15877,3.0,3.0
244,303292,307298,3.0,3.0
245,303292,66404,17.0,17.0
246,303292,66405,28.0,28.0
247,303292,307301,20.0,20.0
248,303292,307302,13.0,13.0
249,303292,6701,9.5,9.5
250,303292,307297,31.0,31.0
251,303292,307299,24.0,24.0
252,303292,3555,28.5,28.5
253,303292,307268,3.0,3.0
254,303292,307269,3.0,3.0
255,303292,307270,3.0,3.0
256,303292,307271,3.0,3.0
257,303292,307272,3.0,3.0
