,source,target,weight,label
355,291806,292424,3.0,3.0
356,99300,99339,3.0,3.0
357,291814,292420,10.0,10.0
358,291814,292435,6.0,6.0
359,291814,292418,3.0,3.0
360,91122,91289,13.0,13.0
361,91122,91279,3.0,3.0
362,82935,82980,3.0,3.0
363,291838,292424,7.0,7.0
364,291838,292436,3.0,3.0
365,291838,292439,3.0,3.0
366,291838,292434,6.0,6.0
367,291838,292435,3.0,3.0
368,291838,292433,3.0,3.0
369,82943,82980,3.0,3.0
370,91147,91280,7.0,7.0
371,91147,91290,13.0,13.0
372,82957,82980,10.0,10.0
373,87060,87101,3.0,3.0
374,87060,87100,3.0,3.0
375,87075,87103,3.0,3.0
376,91173,91284,3.0,3.0
377,291880,292435,3.0,3.0
378,291880,292424,3.0,3.0
379,291880,292433,3.0,3.0
380,136236,122659,5.0,5.0
381,136236,142521,5.5,5.5
382,136236,122708,5.5,5.5
383,136236,122305,2.5,2.5
384,91183,91287,7.0,7.0
385,91183,91288,7.0,7.0
386,91183,91286,7.0,7.0
387,91201,91281,13.0,13.0
388,91201,91289,10.0,10.0
389,91201,91279,3.0,3.0
390,291917,292435,3.0,3.0
391,291917,292424,3.0,3.0
392,291917,292433,3.0,3.0
393,70738,71865,3.0,3.0
394,70738,71862,3.0,3.0
395,70738,71863,3.0,3.0
396,70738,71864,3.0,3.0
397,91229,91279,3.0,3.0
398,87143,87175,3.0,3.0
399,91244,241752,5.5,5.5
400,136307,122659,2.5,2.5
401,136307,122708,5.5,5.5
402,136307,142541,5.5,5.5
403,136307,142587,5.5,5.5
404,136307,122305,2.5,2.5
405,291972,292433,14.0,14.0
406,292004,292433,7.0,7.0
407,300197,299465,3.0,3.0
408,292029,292434,7.0,7.0
409,136393,122659,2.5,2.5
410,136393,122305,2.5,2.5
411,292044,292440,3.0,3.0
412,292044,292441,3.0,3.0
413,103639,122784,3.0,3.0
414,103639,122785,3.0,3.0
415,103639,122786,3.0,3.0
416,292061,292440,3.0,3.0
417,292061,292441,7.0,7.0
418,292061,292434,7.0,7.0
419,79081,78888,2.5,2.5
420,70890,72156,3.0,3.0
421,70890,72155,10.0,10.0
422,70890,72154,3.0,3.0
423,292088,294226,4.0,4.0
424,103675,122555,2.5,2.5
425,122555,122592,3.0,3.0
426,103710,122865,3.0,3.0
427,103717,122865,10.0,10.0
428,103731,122865,3.0,3.0
429,103737,122866,3.0,3.0
430,103737,122535,2.5,2.5
431,103737,122812,7.0,7.0
432,122535,122587,3.0,3.0
433,136518,136548,3.0,3.0
434,136518,136549,3.0,3.0
435,136525,136551,7.0,7.0
436,136525,136548,6.0,6.0
437,238941,238971,3.0,3.0
438,238947,238971,3.0,3.0
439,111973,122659,7.5,7.5
440,111973,122708,5.5,5.5
441,111973,111222,5.5,5.5
442,111973,122698,5.5,5.5
443,111973,122305,2.5,2.5
444,136552,122659,15.0,15.0
445,136552,122305,2.5,2.5
446,71024,72573,3.0,3.0
447,103793,122915,3.0,3.0
448,103822,122915,10.0,10.0
449,103822,122916,7.0,7.0
450,292262,292314,3.0,3.0
451,103854,122915,7.0,7.0
452,292288,292314,3.0,3.0
453,1481,131899,46.0,46.0
454,1481,131887,7.0,7.0
455,103889,122915,7.0,7.0
456,71126,73350,3.0,3.0
457,292336,292435,3.0,3.0
458,103923,122915,3.0,3.0
459,103935,122916,7.0,7.0
460,103935,122915,3.0,3.0
461,103959,122915,3.0,3.0
462,103959,122545,2.5,2.5
463,122545,122592,3.0,3.0
464,132693,132986,1.0,1.0
465,71262,71624,7.0,7.0
466,71262,71625,10.0,10.0
467,71262,71623,7.0,7.0
468,136798,122659,2.5,2.5
469,136798,122305,2.5,2.5
470,132704,137899,4.0,4.0
471,132704,133014,2.5,2.5
472,133014,162539,2.5,2.5
473,161413,161412,3.0,3.0
474,202379,130785,2.5,2.5
475,136846,122659,2.5,2.5
476,136846,137899,4.0,4.0
477,136846,122305,2.5,2.5
478,132753,122440,1.0,1.0
479,122440,122596,7.0,7.0
480,122440,122565,1.0,1.0
481,132765,133957,3.0,3.0
482,132788,133964,3.0,3.0
483,132788,133961,3.0,3.0
484,136897,122659,2.5,2.5
485,136897,136846,5.5,5.5
486,136897,122305,2.5,2.5
487,132801,133957,3.0,3.0
488,292567,293346,3.0,3.0
489,292567,293348,3.0,3.0
490,292567,293347,3.0,3.0
491,292567,293349,3.0,3.0
492,132825,122698,5.5,5.5
493,132843,122440,1.0,1.0
494,132854,136549,3.0,3.0
495,1786,131899,55.0,55.0
496,292603,293345,3.0,3.0
497,292603,293346,3.0,3.0
498,71421,71625,3.0,3.0
499,71427,71624,3.0,3.0
500,71433,71626,3.0,3.0
501,136970,122659,5.0,5.0
502,136970,122305,2.5,2.5
503,141069,1469,3.0,3.0
504,284433,284660,3.0,3.0
505,71442,71624,7.0,7.0
506,71442,71625,13.0,13.0
507,71442,71626,14.0,14.0
508,71442,71623,3.0,3.0
509,284447,284660,3.0,3.0
510,292639,293289,3.0,3.0
511,284453,284661,3.0,3.0
512,132906,137899,1.0,1.0
513,292651,293285,3.0,3.0
514,292651,293290,23.0,23.0
515,292651,293289,13.0,13.0
516,292651,293291,3.0,3.0
517,132915,137921,3.0,3.0
518,132915,132986,1.0,1.0
519,132927,137899,1.0,1.0
520,198471,201021,10.0,10.0
521,137052,122659,17.5,17.5
522,132960,137922,10.0,10.0
523,132960,137921,7.0,7.0
524,132960,137899,1.0,1.0
525,71531,71626,16.0,16.0
526,292733,293285,3.0,3.0
527,292733,293292,7.0,7.0
528,292733,293290,7.0,7.0
529,292733,293289,3.0,3.0
530,71561,71626,10.0,10.0
531,71561,71625,10.0,10.0
532,87957,88044,3.0,3.0
533,162539,161411,3.0,3.0
534,87984,88045,3.0,3.0
535,71603,71623,3.0,3.0
536,292795,293285,3.0,3.0
537,292795,293290,17.0,17.0
538,292795,293286,6.0,6.0
539,292795,293289,3.0,3.0
540,292795,293288,6.0,6.0
541,87997,88045,7.0,7.0
542,87997,88044,3.0,3.0
543,1981,131899,3.0,3.0
544,1989,131899,3.0,3.0
545,1997,131899,3.0,3.0
546,198615,198613,3.0,3.0
547,284632,284659,3.0,3.0
548,2008,131899,3.0,3.0
549,2019,131899,6.0,6.0
550,198638,198804,3.0,3.0
551,2033,131899,6.0,6.0
552,198651,198804,10.0,10.0
553,198651,198805,10.0,10.0
554,198651,198803,6.0,6.0
555,71678,71864,17.0,17.0
556,71678,71862,10.0,10.0
557,71678,71865,13.0,13.0
558,133121,122434,1.0,1.0
559,122434,122596,3.0,3.0
560,2050,131448,10.0,10.0
561,2050,131447,13.0,13.0
562,88075,88087,3.0,3.0
563,292875,293292,3.0,3.0
564,133133,122440,1.0,1.0
565,198678,198804,10.0,10.0
566,198678,198803,6.0,6.0
567,198678,198805,3.0,3.0
568,88089,88120,3.0,3.0
569,6176,6113,6.0,6.0
570,6176,6109,3.0,3.0
571,198696,198803,10.0,10.0
572,198696,198805,3.0,3.0
573,88104,88119,3.0,3.0
574,88104,88120,3.0,3.0
575,6205,6109,3.0,3.0
576,6205,6112,3.0,3.0
577,6205,6110,3.0,3.0
578,6205,6111,3.0,3.0
579,88127,88137,3.0,3.0
580,88145,88183,3.0,3.0
581,88145,88184,3.0,3.0
582,292950,293350,3.0,3.0
583,292950,293351,3.0,3.0
584,292950,293345,6.0,6.0
585,292950,293344,6.0,6.0
586,292950,293346,6.0,6.0
587,198752,198805,10.0,10.0
588,198752,198803,3.0,3.0
589,2147,131447,3.0,3.0
590,2156,131447,3.0,3.0
591,92281,92672,3.0,3.0
592,198781,198805,17.0,17.0
593,198781,198803,7.0,7.0
594,88192,88269,13.0,13.0
595,88192,88270,3.0,3.0
596,292994,293346,3.0,3.0
597,292994,293348,3.0,3.0
598,292994,293347,7.0,7.0
599,292994,293349,3.0,3.0
600,71814,71864,3.0,3.0
601,71814,71862,6.0,6.0
602,71814,71863,13.0,13.0
603,133254,133963,3.0,3.0
604,133254,133964,9.0,9.0
605,133254,6130,2.5,2.5
606,92304,92672,3.0,3.0
607,293013,293350,3.0,3.0
608,6292,6122,16.0,16.0
609,88216,88269,10.0,10.0
610,88216,88270,6.0,6.0
611,88216,88272,3.0,3.0
612,88216,88271,3.0,3.0
613,202908,203044,14.0,14.0
614,202908,203045,6.0,6.0
615,133289,6153,2.5,2.5
616,133289,133964,6.0,6.0
617,293037,293350,3.0,3.0
618,96432,96487,3.0,3.0
619,198840,198881,3.0,3.0
620,133306,133954,3.0,3.0
621,133306,133956,7.0,7.0
622,133306,133962,14.0,14.0
623,133306,133959,14.0,14.0
624,133306,133955,3.0,3.0
625,133306,133958,7.0,7.0
626,96443,96487,3.0,3.0
627,293051,293351,3.0,3.0
628,293051,293352,3.0,3.0
629,198850,198881,3.0,3.0
630,293067,293350,6.0,6.0
631,293067,293345,3.0,3.0
632,293067,293351,6.0,6.0
633,293067,293352,3.0,3.0
634,198860,198882,3.0,3.0
635,198870,198882,3.0,3.0
636,88279,88673,3.0,3.0
637,88279,88672,3.0,3.0
638,88279,88674,3.0,3.0
639,88298,88675,6.0,6.0
640,88298,88674,6.0,6.0
641,88298,88672,6.0,6.0
642,71915,72155,17.0,17.0
643,71915,72154,3.0,3.0
644,71915,72156,13.0,13.0
645,198892,201007,3.0,3.0
646,202991,203046,6.0,6.0
647,133370,133954,3.0,3.0
648,133370,133959,7.0,7.0
649,133370,133958,3.0,3.0
650,293117,293351,17.0,17.0
651,293117,293352,17.0,17.0
652,203007,203047,6.0,6.0
653,198918,201008,3.0,3.0
654,133388,133954,3.0,3.0
655,133388,133958,17.0,17.0
656,133388,133959,17.0,17.0
657,133388,133962,7.0,7.0
658,133388,133955,3.0,3.0
659,96525,96549,3.0,3.0
660,203028,203048,6.0,6.0
661,88345,88673,10.0,10.0
662,88345,88671,7.0,7.0
663,88345,88674,3.0,3.0
664,88345,88672,3.0,3.0
665,227613,227341,4.0,4.0
666,198944,201009,32.0,32.0
667,198944,201010,13.0,13.0
668,198944,201005,6.0,6.0
669,96559,96588,3.0,3.0
670,203056,203044,3.0,3.0
671,293176,293346,3.0,3.0
672,293176,293345,3.0,3.0
673,227641,227359,4.0,4.0
674,137533,122659,2.5,2.5
675,137533,137911,4.0,4.0
676,137533,122305,2.5,2.5
677,137911,137920,3.0,3.0
678,133440,133956,10.0,10.0
679,133440,133961,3.0,3.0
680,92490,92535,7.0,7.0
681,92490,92370,3.0,3.0
682,92490,92372,3.0,3.0
683,92490,92371,3.0,3.0
684,92490,92536,3.0,3.0
685,92490,92537,3.0,3.0
686,162124,161411,3.0,3.0
687,162124,161412,3.0,3.0
688,133466,137899,5.0,5.0
689,133466,133964,6.0,6.0
690,133466,133957,10.0,10.0
691,133466,133962,14.0,14.0
692,133466,133955,10.0,10.0
693,199009,201010,22.0,22.0
694,199009,201009,10.0,10.0
695,199009,201006,9.0,9.0
696,293236,293290,6.0,6.0
697,293236,293287,3.0,3.0
698,293236,293289,3.0,3.0
699,92539,92672,3.0,3.0
700,293253,293286,3.0,3.0
701,92560,92675,3.0,3.0
702,92560,92674,6.0,6.0
703,92560,92672,3.0,3.0
704,92560,92676,3.0,3.0
705,199061,201015,3.0,3.0
706,199061,201017,3.0,3.0
707,199061,201011,7.0,7.0
708,199061,201009,3.0,3.0
709,199061,201010,3.0,3.0
710,199061,201004,32.0,32.0
711,199061,201008,3.0,3.0
712,199061,201012,3.0,3.0
713,88474,88673,3.0,3.0
714,88474,88675,3.0,3.0
715,293275,293287,3.0,3.0
716,133532,133957,3.0,3.0
717,133543,133957,3.0,3.0
718,72110,72155,3.0,3.0
719,72110,72154,13.0,13.0
720,133554,133961,3.0,3.0
721,227767,227755,10.0,10.0
722,227767,227756,10.0,10.0
723,227767,227757,3.0,3.0
724,133560,133953,3.0,3.0
725,133560,133960,10.0,10.0
726,133560,133951,10.0,10.0
727,133560,133950,7.0,7.0
728,92601,92675,3.0,3.0
729,92601,92674,7.0,7.0
730,92601,92676,3.0,3.0
731,92619,92673,3.0,3.0
732,92627,92671,3.0,3.0
733,92637,92675,3.0,3.0
734,92637,92674,3.0,3.0
735,133602,133954,3.0,3.0
736,133602,133959,7.0,7.0
737,133602,133964,9.0,9.0
738,133602,133963,10.0,10.0
739,133602,122698,5.5,5.5
740,92652,92673,10.0,10.0
741,293364,294134,3.0,3.0
742,293384,294141,3.0,3.0
743,92690,92738,3.0,3.0
744,92690,92737,3.0,3.0
745,293403,294135,3.0,3.0
746,293403,294137,3.0,3.0
747,293403,294150,3.0,3.0
748,293403,294139,3.0,3.0
749,92700,92738,3.0,3.0
750,92700,92737,10.0,10.0
751,92726,92738,3.0,3.0
752,92726,92737,3.0,3.0
753,293438,294134,3.0,3.0
754,293438,294135,3.0,3.0
755,92746,92764,3.0,3.0
756,92746,92765,3.0,3.0
757,92746,92371,3.0,3.0
758,227922,227755,6.0,6.0
759,227922,227757,3.0,3.0
760,227922,227756,9.0,9.0
761,293481,294133,12.0,12.0
762,293481,294134,6.0,6.0
763,293481,294135,6.0,6.0
764,133760,133964,6.0,6.0
765,133760,133966,10.0,10.0
766,133760,133965,3.0,3.0
767,133760,133961,3.0,3.0
768,92811,92821,3.0,3.0
769,293522,294136,3.0,3.0
770,293522,294145,10.0,10.0
771,293522,294097,3.0,3.0
772,232084,131447,3.0,3.0
773,72341,72425,10.0,10.0
774,133783,133964,6.0,6.0
775,133783,133954,3.0,3.0
776,133783,133959,3.0,3.0
777,133783,133962,7.0,7.0
778,133783,133955,3.0,3.0
779,133783,133968,10.0,10.0
780,133783,137899,1.0,1.0
781,133783,133957,3.0,3.0
782,88749,88765,3.0,3.0
783,293550,294140,10.0,10.0
784,293550,294135,3.0,3.0
785,293550,294137,3.0,3.0
786,293550,294150,7.0,7.0
787,293550,294139,3.0,3.0
788,199364,201012,3.0,3.0
789,199364,201004,3.0,3.0
790,88773,88804,3.0,3.0
791,88773,88803,3.0,3.0
792,133833,133960,3.0,3.0
793,133833,133952,3.0,3.0
794,133833,133951,14.0,14.0
795,133833,133957,3.0,3.0
796,88782,88804,3.0,3.0
797,88782,88803,3.0,3.0
798,92887,92370,3.0,3.0
799,133858,100486,5.5,5.5
800,133858,101029,5.0,5.0
801,133858,100860,5.5,5.5
802,92909,92372,3.0,3.0
803,137967,132401,17.0,17.0
804,137967,132398,3.0,3.0
805,137967,132396,17.0,17.0
806,137967,132397,3.0,3.0
807,137967,132403,3.0,3.0
808,72433,72574,3.0,3.0
809,72433,72575,3.0,3.0
810,72433,72573,3.0,3.0
811,256757,256755,3.0,3.0
812,293637,294146,6.0,6.0
813,293637,294147,3.0,3.0
814,293637,294140,26.0,26.0
815,88843,89191,6.0,6.0
816,88843,89192,3.0,3.0
817,88843,89194,3.0,3.0
818,142101,142116,3.0,3.0
819,133917,133957,3.0,3.0
820,72481,72574,12.0,12.0
821,72481,72575,9.0,9.0
822,199464,201020,23.0,23.0
823,199464,201019,3.0,3.0
824,199464,201009,7.0,7.0
825,199464,201012,3.0,3.0
826,256814,256892,3.0,3.0
827,88890,89194,3.0,3.0
828,88907,89192,3.0,3.0
829,88907,89193,13.0,13.0
830,88907,89194,3.0,3.0
831,256852,256896,3.0,3.0
832,293720,294136,3.0,3.0
833,293720,294145,10.0,10.0
834,293720,294149,6.0,6.0
835,293720,294148,3.0,3.0
836,72545,72575,3.0,3.0
837,133990,134219,6.0,6.0
838,133990,134220,6.0,6.0
839,133990,134221,6.0,6.0
840,133990,134222,3.0,3.0
841,133990,8796,2.5,2.5
842,72557,72573,3.0,3.0
843,293750,294136,3.0,3.0
844,293750,294145,10.0,10.0
845,293750,294097,7.0,7.0
846,293750,294149,3.0,3.0
847,293750,294099,6.0,6.0
848,293750,294148,9.0,9.0
849,293750,294137,3.0,3.0
850,293750,294143,3.0,3.0
851,88958,89193,3.0,3.0
852,72578,72699,3.0,3.0
853,129927,125253,4.0,4.0
854,129927,125259,2.5,2.5
855,88971,89194,3.0,3.0
856,203666,204142,3.0,3.0
857,203674,204141,15.0,15.0
858,203674,204034,6.0,6.0
859,72605,72699,3.0,3.0
860,134049,134221,3.0,3.0
861,134049,134222,3.0,3.0
862,134049,7717,2.5,2.5
863,134049,134219,3.0,3.0
864,199592,201017,3.0,3.0
865,293801,294137,3.0,3.0
866,293801,294136,3.0,3.0
867,293801,294149,7.0,7.0
868,293801,294143,3.0,3.0
869,293801,294134,3.0,3.0
870,293801,294144,7.0,7.0
871,293801,294138,3.0,3.0
872,72620,72699,3.0,3.0
873,199601,201017,3.0,3.0
874,134068,606,2.5,2.5
875,134068,134219,3.0,3.0
876,134068,134220,3.0,3.0
877,256953,256971,3.0,3.0
878,134091,134218,3.0,3.0
879,72658,72699,3.0,3.0
880,293845,294140,14.0,14.0
881,293845,294137,3.0,3.0
882,293845,294142,16.0,16.0
883,72667,72699,3.0,3.0
884,134110,134222,10.0,10.0
885,134110,134221,3.0,3.0
886,72676,72699,3.0,3.0
887,72688,72699,3.0,3.0
888,199668,201020,13.0,13.0
889,113652,122659,12.5,12.5
890,113652,122305,5.0,5.0
891,113652,111222,5.5,5.5
892,203765,204144,17.0,17.0
893,203765,204143,3.0,3.0
894,134144,137899,1.0,1.0
895,134144,134218,3.0,3.0
896,134153,134221,3.0,3.0
897,93204,92671,6.0,6.0
898,93204,92672,3.0,3.0
899,199702,201007,3.0,3.0
900,199702,201008,3.0,3.0
901,199702,201009,7.0,7.0
902,199702,201005,3.0,3.0
903,199702,201010,7.0,7.0
904,199702,201006,3.0,3.0
905,293925,294133,3.0,3.0
906,293925,294141,3.0,3.0
907,293925,294140,3.0,3.0
908,203819,204143,3.0,3.0
909,134189,134221,3.0,3.0
910,134189,134222,3.0,3.0
911,142384,142259,6.0,6.0
912,142384,142254,6.0,6.0
913,293947,294141,6.0,6.0
914,293947,294137,3.0,3.0
915,293947,294142,19.0,19.0
916,293947,294144,3.0,3.0
917,293947,294138,3.0,3.0
918,293947,294140,7.0,7.0
919,203835,204143,3.0,3.0
920,203852,204145,10.0,10.0
921,203852,204146,7.0,7.0
922,203852,204034,7.0,7.0
923,203852,204143,3.0,3.0
924,134223,134310,2.5,2.5
925,134310,241752,5.5,5.5
926,134310,122698,15.0,15.0
927,134310,100774,2.5,2.5
928,257112,257992,3.0,3.0
929,257112,257998,3.0,3.0
930,257112,257997,3.0,3.0
931,80989,80791,3.0,3.0
932,80989,80789,9.0,9.0
933,134240,134310,2.5,2.5
934,257126,257992,7.0,7.0
935,257126,257993,6.0,6.0
936,257126,257994,3.0,3.0
937,257126,257991,3.0,3.0
938,257126,257999,3.0,3.0
939,216168,216495,9.0,9.0
940,72822,72900,6.0,6.0
941,72822,72901,9.0,9.0
942,72822,73347,3.0,3.0
943,72822,72898,3.0,3.0
944,72822,72899,3.0,3.0
945,97404,97618,7.0,7.0
946,273541,274375,9.0,9.0
947,89221,89268,3.0,3.0
948,89221,89269,3.0,3.0
949,89221,89270,3.0,3.0
950,7304,7183,3.0,3.0
951,7304,7184,6.0,6.0
952,7304,7185,6.0,6.0
953,7304,7186,3.0,3.0
954,216207,216497,3.0,3.0
955,216207,216499,3.0,3.0
956,294034,294135,3.0,3.0
957,294034,294134,3.0,3.0
958,199841,201020,9.0,9.0
959,199841,201019,3.0,3.0
960,203944,204146,3.0,3.0
961,203944,204145,3.0,3.0
