,id,label,node_type,weight,fan_in,fan_out,sscc,con_cf,con_df,con_zc,con_rf,con_val,McCabe,LOC,n1,n2,N1,N2,H,V,AFO,AFP,VRI,DRI,VMulD,VPlusD
0,139266,GetLinkedBinding (139266),Method,8,0,3,5,1,0,0,0,3,5,49.0,10,17,55,63,102.70614925012939,561.0767252552893,0.15517241379310345,0.028029294348501734,0.02548024693423402,0.0,1.0254802469342341,0.02548024693423402
1,132401,nm_context_register_func (132401),Member,1,7,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.10297857445753791,0.0,0.06746872119631794,1.0674687211963179,0.06746872119631794
2,132403,nm_priv (132403),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.0612274613408591,0.0,0.040114543637114586,1.0401145436371146,0.040114543637114586
3,200742,CreateHeaders (200742),Method,6,0,4,2,1,0,0,0,4,2,11.0,8,9,20,18,52.529325012980806,155.32358796751288,0.1206896551724138,0.0420439415227526,0.03552631015509884,0.0,1.0355263101550989,0.03552631015509884
4,201010,num_values_ (201010),Member,1,14,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.16832812612739784,0.0,0.272807652689231,1.272807652689231,0.272807652689231
5,201005,fields_ (201005),Member,1,4,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.06119616969237187,0.0,0.03798382946423082,1.0379838294642307,0.03798382946423082
6,201006,values_ (201006),Member,1,5,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.06483655975104924,0.0,0.035771895035061646,1.0357718950350616,0.035771895035061646
7,221239,CreateProperties (221239),Method,2,0,1,1,0,1,0,0,1,1,43.0,5,15,83,79,70.2129994085646,700.1523513717527,0.10344827586206896,0.014014647174250867,0.0026821135109342175,0.0,1.0026821135109343,0.0026821135109342175
8,220600,CreateProcessObject (220600),Method,4,1,0,4,0,0,0,0,0,4,95.0,10,23,78,81,137.26120593818493,802.0586649779941,0.06896551724137931,0.025927097272364103,0.0,0.0026821135109342175,1.0026821135109343,0.0026821135109342175
9,59,AsyncResource (59),Method,3,0,2,1,0,0,0,0,2,1,10.0,1,6,1,6,15.509775004326936,19.651484454403228,0.06896551724137931,0.028029294348501734,0.01618933380473807,0.0,1.016189333804738,0.01618933380473807
10,132669,env_ (132669),Member,1,4,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.10440912144816895,0.0,0.030602673527911593,1.0306026735279117,0.030602673527911593
11,132671,async_context_ (132671),Member,1,5,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.13033621872053308,0.0,0.04269634751189877,1.0426963475118987,0.04269634751189877
12,90175,schedulePauseOnNextStatement (90175),Method,2,0,1,1,0,0,0,0,1,1,4.0,2,3,4,5,6.754887502163468,20.89735285398626,0.05172413793103448,0.014014647174250867,0.003687082332598759,0.0,1.0036870823325987,0.003687082332598759
13,90332,session_ (90332),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.071283591763576,0.0,0.027038603772390896,1.0270386037723909,0.027038603772390896
14,76,~AsyncResource (76),Method,3,0,2,1,0,0,0,0,2,1,3.0,0,2,0,2,2.0,2.0,0.06896551724137931,0.028029294348501734,0.01618933380473807,0.0,1.016189333804738,0.01618933380473807
15,83,MakeCallback (83),Method,4,0,3,1,0,1,0,0,2,1,7.0,2,6,2,6,17.509775004326936,24.0,0.08620689655172414,0.0420439415227526,0.02630766743269937,0.0,1.0263076674326994,0.02630766743269937
16,831,MakeCallback (831),Method,1,3,0,1,0,0,0,0,0,1,10.0,4,9,5,12,36.529325012980806,62.907475208398566,0.017241379310344827,0.0704236020506106,0.0,0.048568001414214204,1.0485680014142142,0.048568001414214204
17,90197,preventShutdown (90197),Method,2,0,1,1,0,0,0,0,1,1,3.0,0,1,0,1,0.0,0.0,0.05172413793103448,0.014014647174250867,0.0013410567554671088,0.0,1.001341056755467,0.0013410567554671088
18,90334,prevent_shutdown_ (90334),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.025927097272364103,0.0,0.0013410567554671088,1.001341056755467,0.0013410567554671088
19,90203,notifyWaitingForDisconnect (90203),Method,4,0,3,1,0,0,0,0,3,1,4.0,2,2,2,3,4.0,10.0,0.08620689655172414,0.028029294348501734,0.01079457330391633,0.0,1.0107945733039163,0.01079457330391633
20,90335,retaining_context_ (90335),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.05582501124409928,0.0,0.007700001550910246,1.0077000015509103,0.007700001550910246
21,90328,runtime_agent_ (90328),Member,1,5,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.06939203908133014,0.0,0.03469601954066508,1.0346960195406651,0.03469601954066508
22,82017,V8Node (82017),Method,6,0,4,2,1,0,0,0,4,2,8.0,8,8,15,15,48.0,120.0,0.1206896551724138,0.028029294348501734,0.010825106782869635,0.0,1.0108251067828697,0.010825106782869635
23,82651,isolate_ (82651),Member,1,15,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.056321363331520664,0.0,0.05923453729694415,1.059234537296944,0.05923453729694415
24,82653,engine_nodes_ (82653),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.03337237858368487,0.0,0.004027700863548174,1.004027700863548,0.004027700863548174
25,90215,retainingContext (90215),Method,2,0,1,1,0,0,0,0,1,1,3.0,0,1,0,1,0.0,0.0,0.05172413793103448,0.014014647174250867,0.0028875005815913422,0.0,1.0028875005815914,0.0028875005815913422
26,200808,Flush (200808),Method,6,0,3,3,0,0,0,0,3,3,24.0,7,12,24,22,62.6710344630571,195.40466561840492,0.1206896551724138,0.0420439415227526,0.037389556514318724,0.0,1.0373895565143187,0.037389556514318724
27,201012,got_exception_ (201012),Member,1,7,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.13728919701055423,0.0,0.23433845696629085,1.2343384569662907,0.23433845696629085
28,201007,url_ (201007),Member,1,4,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.017241379310344827,0.09749035195033137,0.0,0.06723472548298716,1.0672347254829873,0.06723472548298716
