,Source,Target,LineNumber,Relation,R_key,R_label
0,59,132430,20.0,,4,value_local
1,59,132432,21.0,,4,value_local
2,76,132430,26.0,,4,value_local
3,76,132432,26.0,,4,value_local
4,83,831,32.0,,3,data_method
5,83,132430,32.0,,4,value_local
6,83,132432,34.0,,4,value_local
7,146,132431,54.0,,4,value_local
8,146,132430,54.0,,4,value_local
9,159,132432,58.0,,4,value_local
10,167,132432,62.0,,4,value_local
11,252,132354,35.0,,4,value_local
12,252,132354,35.0,,6,control_local
13,252,132353,36.0,,4,value_local
14,252,132353,37.0,,4,value_local
15,606,132209,207.0,,4,value_local
16,1481,131660,100.0,,4,value_local
17,1481,131660,101.0,,4,value_local
18,1481,131660,116.0,,4,value_local
19,1481,131660,120.0,,4,value_local
20,1481,131660,143.0,,4,value_local
21,1481,131660,144.0,,4,value_local
22,1481,131660,145.0,,4,value_local
23,1481,131660,146.0,,4,value_local
24,1481,131660,149.0,,4,value_local
25,1481,131660,150.0,,4,value_local
26,1481,131660,150.0,,6,control_local
27,1481,131660,151.0,,4,value_local
28,1481,131660,151.0,,4,value_local
29,1481,131660,157.0,,4,value_local
30,1481,131660,164.0,,4,value_local
31,1481,131648,113.0,,4,value_local
32,1481,131648,113.0,,6,control_local
33,1786,131660,205.0,,4,value_local
34,1786,131660,205.0,,6,control_local
35,1786,131660,206.0,,4,value_local
36,1786,131660,211.0,,4,value_local
37,1786,131660,212.0,,4,value_local
38,1786,131660,213.0,,4,value_local
39,1786,131660,217.0,,4,value_local
40,1786,131660,220.0,,4,value_local
41,1786,131660,221.0,,4,value_local
42,1786,131660,221.0,,6,control_local
43,1786,131660,222.0,,4,value_local
44,1786,131660,231.0,,4,value_local
45,1786,131660,231.0,,6,control_local
46,1786,131660,231.0,,4,value_local
47,1786,131660,231.0,,6,control_local
48,1786,131660,232.0,,4,value_local
49,1786,131660,234.0,,4,value_local
50,1981,131660,266.0,,4,value_local
51,1989,131660,270.0,,4,value_local
52,1997,131660,274.0,,4,value_local
53,2008,131660,278.0,,4,value_local
54,2019,131660,282.0,,4,value_local
55,2019,131660,282.0,,4,value_local
56,2033,131660,286.0,,4,value_local
57,2033,131660,286.0,,4,value_local
