34,RETURN,-1,,return 1;,4,14,5
78,RETURN,-1,,return 0;,2,5,2
94,RETURN,-1,,return 0;,2,5,2
112,RETURN,-1,,return 0;,2,9,2
128,RETURN,-1,,return 0;,2,5,2
186,RETURN,-1,,return 0;,2,5,2
202,RETURN,-1,,return 0;,2,5,2
220,RETURN,-1,,return 0;,2,9,2
236,RETURN,-1,,return 0;,2,5,2
256,RETURN,-1,,return 0;,2,5,2
270,RETURN,-1,,return thread_id_string;,5,6,2
300,RETURN,-1,,return 0;,5,16,4
403,RETURN,-1,,return result;,2,19,7
475,RETURN,-1,,return EXIT_SUCCESS;,2,23,5
523,RETURN,-1,,return result;,2,16,4
557,RETURN,-1,,return EXIT_SUCCESS;,2,29,2
719,RETURN,-1,,"return name.isEmpty()
		? LogManager::getRootLogger()
		: LogManager::getLogger(name.toStdString());",2,66,1
742,RETURN,-1,,"return name
		? LogManager::getLogger(name)
		: LogManager::getRootLogger();",2,74,1
812,RETURN,-1,,"return name.empty()
		? LogManager::getRootLogger()
		: LogManager::getLogger(name);",2,18,2
848,RETURN,-1,,"return name.empty()
		? LogManager::getRootLogger()
		: LogManager::getLogger(name);",2,19,2
1056,RETURN,-1,,return result;,2,112,18
1158,RETURN,1,,return;,4,144,1
1171,RETURN,-1,,"return name.empty()
		? LogManager::getRootLogger()
		: LogManager::getLogger(name);",2,166,2
1455,RETURN,-1,,return 0;,5,111,8
1483,RETURN,-1,,return false;,3,38,1
1732,RETURN,-1,,return result;,5,112,6
1774,RETURN,-1,,return stream;,3,37,2
1850,RETURN,-1,,return 0;,2,81,13
1911,RETURN,-1,,return result;,5,47,5
2024,RETURN,-1,,return result;,5,55,5
2070,RETURN,-1,,return;,3,41,1
2098,RETURN,-1,,return;,3,49,1
2282,RETURN,-1,,return stat;,2,100,7
2337,RETURN,-1,,"return {configStatus, canidate_str};",6,117,1
2346,RETURN,-1,,"return {LOG4CXX_NS::spi::ConfigurationStatus::NotConfigured, QString()};",2,125,2
2572,RETURN,-1,,return m_priv->complete;,2,79,1
2750,RETURN,-1,,return Filter::ACCEPT;,4,87,1
2754,RETURN,-1,,return Filter::DENY;,3,90,2
2758,RETURN,-1,,return Filter::NEUTRAL;,2,93,7
2805,RETURN,-1,,return;,3,54,1
2881,RETURN,-1,,return numberAppended;,2,83,6
2899,RETURN,-1,,return m_priv->appenderList;,2,89,2
2914,RETURN,-1,,return 0;,3,96,1
2967,RETURN,-1,,return appender;,4,109,1
2969,RETURN,-1,,return 0;,2,113,8
2981,RETURN,-1,,return false;,3,120,1
3015,RETURN,-1,,return it != m_priv->appenderList.end();,2,127,5
3091,RETURN,-1,,return;,3,149,1
3152,RETURN,-1,,return;,3,166,1
3211,RETURN,-1,,return;,4,180,2
3262,RETURN,-1,,return;,3,59,1
3341,RETURN,-1,,return ((level == 0) || level->isGreaterOrEqual(m_priv->threshold));,2,88,1
3400,RETURN,-1,,return;,3,104,2
3409,RETURN,-1,,return;,3,109,1
3432,RETURN,-1,,return;,5,120,3
3538,RETURN,-1,,return m_priv->errorHandler;,2,168,1
3546,RETURN,-1,,return m_priv->headFilter;,2,173,1
3554,RETURN,-1,,return m_priv->headFilter;,2,178,1
3562,RETURN,-1,,return m_priv->layout;,2,183,1
3570,RETURN,-1,,return m_priv->name;,2,188,1
3578,RETURN,-1,,return m_priv->threshold;,2,193,1
4078,RETURN,-1,,return _priv->socket != nullptr;,2,211,1
4142,RETURN,-1,,return tlsDestructImpl(ptr);,2,61,1
4244,RETURN,-1,,return init;,2,125,3
4250,RETURN,-1,,return getInstance().m_priv->startTime;,2,131,1
4260,RETURN,-1,,return getInstance().m_priv->p;,2,136,1
4270,RETURN,-1,,return getInstance().m_priv->tlsKey;,2,141,1
4370,RETURN,-1,,return;,4,163,2
4446,RETURN,-1,,return pItem->second;,2,180,5
4879,RETURN,-1,,"return std::make_shared<APRSocket>(newSocket, newPool);",2,159,24
5205,RETURN,-1,,return totalWritten;,2,143,5
5264,RETURN,-1,,return priv->buffer.empty();,5,273,1
5284,RETURN,-1,,return 0 < priv->buffer.size() || priv->closed;,7,472,1
5957,RETURN,-1,,return priv->appenders->getAllAppenders();,2,330,1
5976,RETURN,-1,,return priv->appenders->getAppender(n);,2,335,1
5996,RETURN,-1,,return priv->appenders->isAttached(appender);,2,340,1
6015,RETURN,-1,,return false;,2,345,1
6076,RETURN,-1,,return priv->locationInfo;,2,365,1
6171,RETURN,-1,,return priv->bufferSize;,2,388,1
6235,RETURN,-1,,return priv->blocking;,2,400,1
6271,RETURN,-1,,return *this;,2,417,3
6331,RETURN,-1,,"return std::make_shared<LoggingEvent>(
				maxEvent->getLoggerName(),
				maxEvent->getLevel(),
				msg,
				LocationInfo::getLocationUnavailable() );",2,436,6
6376,RETURN,-1,,"return std::make_shared<LoggingEvent>(
				LOG4CXX_STR(""""),
				LOG4CXX_NS::Level::getError(),
				msg,
				LocationInfo::getLocationUnavailable() );",2,451,5
6784,RETURN,-1,,return s_instance;,2,59,1
6792,RETURN,-1,,"return s_instance.add(key, std::move(action));",2,64,1
6808,RETURN,-1,,return s_instance.del(key);,2,69,1
7142,RETURN,-1,,return -1;,3,62,1
7197,RETURN,-1,,return (int)bytesCopied;,3,70,6
7292,RETURN,-1,,return m_priv->array;,2,60,1
7433,RETURN,-1,,return true;,3,85,2
7435,RETURN,-1,,return false;,2,88,2
7441,RETURN,-1,,return m_priv->base;,2,93,1
7449,RETURN,-1,,return m_priv->base;,2,98,1
7457,RETURN,-1,,return m_priv->base + m_priv->pos;,2,103,1
7469,RETURN,-1,,return m_priv->base + m_priv->pos;,2,108,1
7481,RETURN,-1,,return m_priv->lim;,2,113,1
7489,RETURN,-1,,return m_priv->pos;,2,118,1
7497,RETURN,-1,,return m_priv->lim - m_priv->pos;,2,123,1
7683,RETURN,-1,,return UNRECOGNIZED_MILLISECONDS;,3,186,1
7820,RETURN,-1,,return possibleRetVal;,6,223,1
7824,RETURN,-1,,return UNRECOGNIZED_MILLISECONDS;,6,227,1
7826,RETURN,-1,,return NO_MILLISECONDS;,2,233,14
7849,RETURN,-1,,return;,3,253,2
