,Name,File,LOC,TypeDecl,Method,Local,Property,Variable,Basic-Node,Basic-Edge,Topic-Node,Topic-Edge,Lab-Node,Lab-Edge
0,VLC,220,49005.0,379,2252,220,1349,1569,4420,12786,2593,11285,2593,5769
