,source,target,weight,label
0,13,21,2.5,2.5
1,173,76,20.0,20.0
2,259,56,3.0,3.0
3,259,60,3.0,3.0
4,259,87,5.5,5.5
5,259,76,15.0,15.0
6,259,173,2.5,2.5
7,519,56,6.0,6.0
8,519,134334,2.5,2.5
9,134334,133468,3.0,3.0
10,134334,133470,3.0,3.0
11,134334,133472,3.0,3.0
12,134334,133473,3.0,3.0
13,134334,133477,6.0,6.0
14,134334,133478,6.0,6.0
15,134334,133479,3.0,3.0
16,134334,133480,3.0,3.0
17,134334,133471,21.0,21.0
18,134334,133670,3.0,3.0
19,134334,133469,24.0,24.0
20,134334,133672,3.0,3.0
21,134334,133474,6.0,6.0
22,134334,133475,6.0,6.0
23,134334,133673,3.0,3.0
24,134334,133671,3.0,3.0
25,134334,133674,3.0,3.0
26,134334,133669,3.0,3.0
27,134334,133668,3.0,3.0
28,134334,136657,2.5,2.5
29,134334,1368,2.5,2.5
30,134334,1431,2.5,2.5
31,134334,47128,2.5,2.5
32,544,154621,9.5,9.5
33,608,56,28.0,28.0
34,673,56,6.0,6.0
35,687,608,5.5,5.5
36,687,76,9.0,9.0
37,687,673,2.5,2.5
38,839,544,10.0,10.0
39,839,60,3.0,3.0
40,839,687,2.5,2.5
41,914,608,5.5,5.5
42,914,76,12.0,12.0
43,914,673,2.5,2.5
44,1252,21137,2.5,2.5
45,1339,1252,2.5,2.5
46,1368,1252,2.5,2.5
47,1396,1252,2.5,2.5
48,1431,1252,2.5,2.5
49,1490,1339,2.5,2.5
50,1508,1490,2.5,2.5
51,1535,20762,2.5,2.5
52,20762,20291,2.5,2.5
53,1549,20762,2.5,2.5
54,1582,20714,2.5,2.5
55,1582,1299,2.5,2.5
56,1722,1582,2.5,2.5
57,1739,20801,2.5,2.5
58,1739,20731,2.5,2.5
59,1739,1252,2.5,2.5
60,1739,1490,2.5,2.5
61,20801,20291,2.5,2.5
62,20731,20291,2.5,2.5
63,1783,1582,2.5,2.5
64,1824,1368,2.5,2.5
65,1824,88657,2.5,2.5
66,1824,1431,2.5,2.5
67,88657,88616,2.5,2.5
68,1935,1475,5.5,5.5
69,1935,1368,5.0,5.0
70,1935,1431,5.0,5.0
71,2334,2328,2.5,2.5
72,2342,2486,2.5,2.5
73,2486,2419,5.5,5.5
74,2419,100526,9.5,9.5
75,100526,100472,5.5,5.5
76,3008,2539,2.5,2.5
77,3185,2419,5.5,5.5
78,4308,4248,2.5,2.5
79,5238,2173,5.5,5.5
80,5238,2167,3.0,3.0
81,5238,2162,46.0,46.0
82,5238,7934,2.5,2.5
83,5238,2136,13.0,13.0
84,5238,2256,5.0,5.0
85,5238,2161,6.0,6.0
86,5238,2164,13.0,13.0
87,5238,2224,9.5,9.5
88,5238,2191,2.5,2.5
89,5238,2137,3.0,3.0
90,5238,7431,5.5,5.5
91,5238,2163,3.0,3.0
92,7934,6428,5.0,5.0
93,7934,136259,2.5,2.5
94,7431,3008,2.5,2.5
95,7431,136075,2.5,2.5
96,7431,2271,2.5,2.5
97,7431,6394,11.0,11.0
98,7431,6504,19.0,19.0
99,7431,2486,2.5,2.5
100,7431,2342,2.5,2.5
101,7431,7136,17.0,17.0
102,7431,7269,2.5,2.5
103,7431,6411,5.5,5.5
104,7431,6428,2.5,2.5
105,7431,136259,2.5,2.5
106,5440,2173,5.5,5.5
107,5440,7983,2.5,2.5
108,5440,2136,3.0,3.0
109,5462,2173,5.5,5.5
110,5462,2162,3.0,3.0
111,5462,93731,5.5,5.5
112,5462,2237,2.5,2.5
113,93731,93603,2.5,2.5
114,5546,2173,5.5,5.5
115,5546,2231,19.0,19.0
116,5546,2068,5.0,5.0
117,5546,2250,2.5,2.5
