,id,label,node_type,weight,fan_in,fan_out,sscc,con_cf,con_df,con_zc,con_rf,con_val,McCabe,LOC,n1,n2,N1,N2,H,V,AFO,AFP,VRI,DRI,VMulD,VPlusD,dc,cc,bc,pg,er,cr,gc,ggc,gcd,ggcd,iFit
17,24606,ngx_log_debug_core (24606),Method,2,0,1,1,0,1,0,0,0,1,8.0,0,5,0,8,11.60964047443681,18.575424759098897,0.21806355490840704,0.003362973718790308,0.34801883941655165,0.0,1.3480188394165515,0.34801883941655165,0.0005998800239952009,0.0,0.0,0.000431900729831809,0.0,1.3436707004240959e-05,52.77777777777778,51.155695521514566,0.0,0.0,0.0
18,331801,ngx_http_variables_init_vars (331801),Method,46,0,22,24,7,2,0,0,21,16,107.0,13,20,161,122,134.54427823358145,1427.5635357784422,0.16090237808206298,0.050444605781854626,0.42518653892255676,0.0,1.4251865389225569,0.42518653892255676,0.008998200359928014,0.0,0.0,0.000431900729831809,0.0,0.007739543234442793,4053.7500000000005,3613.1913720050434,0.0,0.0,0.0
19,274202,variables (274202),Member,1,10,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.042094214899432054,0.0,0.02126959541416451,1.0212695954141644,0.02126959541416451,0.0029994001199760045,0.0035287060235011823,0.0,0.0009469787643482251,0.000325900368873292,0.0033857207490260374,0.0,0.0,231.52777777777777,227.36221305239303,5.660146802106492e-13
20,274203,prefix_variables (274203),Member,1,7,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.022659069678219568,0.0,0.00799338417989892,1.007993384179899,0.00799338417989892,0.0017996400719856027,0.001799640071985603,0.0,0.0005947096648052073,0.00023384174601837033,0.002328043855554789,0.0,0.0,93.0,87.70509705952296,3.311261495110956e-13
21,274209,variables_keys (274209),Member,1,14,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.03725836311458066,0.0,0.015261596804674623,1.0152615968046745,0.015261596804674623,0.0017996400719856027,0.001799640071985603,0.0,0.0007517202038226878,0.0004466011269714749,0.004907936315967773,0.0,0.0,104.25,68.7450177771182,8.085921594149864e-13
22,21758,hash (21758),Member,1,13,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.03584210898088783,0.0,0.05311035740292142,1.0531103574029215,0.05311035740292142,0.0035992801439712055,0.003599280143971206,0.0,0.0005710433282605998,0.00033655270647526213,0.005918688256544665,0.0,0.0,640.5,425.74289708324955,5.747368265482207e-12
23,274201,variables_hash (274201),Member,1,2,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.00894794224261813,0.0,0.0024057408339306805,1.0024057408339306,0.0024057408339306805,0.0011997600479904018,0.0011997600479904018,0.0,0.0004559399749018642,3.79202831381141e-05,0.0003934267810841753,0.0,0.0,48.0,46.3337741098461,4.6710739929930285e-14
24,21759,key (21759),Member,1,6,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.023017499811377178,0.0,0.02210811744648537,1.0221081174464854,0.02210811744648537,0.0029994001199760045,0.002999400119976005,0.0,0.0004947028336790501,0.00011376084941434231,0.0015938621848430627,0.0,0.0,355.0,333.7577595662869,8.77494006660012e-13
25,21760,max_size (21760),Member,1,14,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.03390238659355285,0.0,0.03414318598922071,1.0341431859892207,0.03414318598922071,0.0023995200959808036,0.0026994601079784043,0.0,0.0006056463419923273,0.0004364659090695239,0.007467098362672289,0.0,0.0,303.0,168.75938003868734,4.594682766304539e-12
26,274207,variables_hash_max_size (274207),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.004702908559870822,0.0,0.0007567091711857053,1.0007567091711858,0.0007567091711857053,0.0005998800239952009,0.0005998800239952009,0.0,0.00044336358511044567,1.896014156905705e-05,0.00022170566556997583,0.0,0.0,15.0,14.166887054923048,1.701666299815311e-14
27,21761,bucket_size (21761),Member,1,10,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.02713822643563103,0.0,0.027330981848503355,1.0273309818485035,0.027330981848503355,0.0023995200959808036,0.0026994601079784043,0.0,0.0005524195584817902,0.00027967228176809097,0.004630645523118128,0.0,0.0,303.0,168.75938003868734,2.8493460442808267e-12
28,274208,variables_hash_bucket_size (274208),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.004702908559870822,0.0,0.0007567091711857053,1.0007567091711858,0.0007567091711857053,0.0005998800239952009,0.0005998800239952009,0.0,0.00044336358511044567,1.896014156905705e-05,0.00022170566556997583,0.0,0.0,15.0,14.166887054923048,1.701666299815311e-14
29,21762,name (21762),Member,1,16,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.030520306514591942,0.0,0.030737083918862033,1.030737083918862,0.030737083918862033,0.0023995200959808036,0.0026994601079784043,0.0,0.0005790329502370588,0.00035806909541880743,0.006048871942895208,0.0,0.0,303.0,168.75938003868734,3.722014405292683e-12
30,21763,pool (21763),Member,1,13,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.030466264755461398,0.0,0.03841392428722601,1.0384139242872261,0.03841392428722601,0.0029994001199760045,0.0030850972662610334,0.0,0.0005514292978738433,0.0002829530606070048,0.004881512443791417,0.0,0.0,473.75,294.61969845079557,4.259384212541905e-12
31,21764,temp_pool (21764),Member,1,7,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.025467666377924403,0.0,0.024461482089064977,1.024461482089065,0.024461482089064977,0.0029994001199760045,0.002999400119976005,0.0,0.0005209036457445054,0.00018328136850088482,0.002492509149286698,0.0,0.0,355.0,333.7577595662869,1.3722402481489816e-12
32,19382,ngx_hash_init (19382),Method,95,6,55,40,8,9,0,0,49,36,232.0,19,24,256,245,190.74972277273588,2718.558642105751,0.2811719959073219,0.0801751924600734,1.012131219120829,0.07700760663526722,2.1670806285414264,1.089138825756096,0.010797840431913616,0.002999400119976005,3.6367276364655044e-05,0.0006307740586814059,0.00036024268981208396,0.028523844729812835,5384.0,4483.569183390505,1278.0,1040.6059376947587,1.5703680679127238e-11
33,16419,ngx_create_hashed_filename (16419),Method,8,1,4,4,0,0,0,0,4,4,23.0,11,7,26,23,57.70523225941349,204.3263250706733,0.02444708917876452,0.015039387231715712,0.0023130510542174413,0.001965649727589263,1.0042832474299814,0.004278700781806704,0.0023995200959808036,0.0007998400319936011,1.080216129643219e-06,0.0004465978065752235,1.690258889256423e-05,0.0004943173986387801,44.0,30.778136473766665,68.0,56.53029882902904,3.324012831561392e-14
34,18731,name (18731),Member,1,10,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.04091222894053028,0.0,0.018003367149218807,1.0180033671492188,0.018003367149218807,0.0023995200959808036,0.0026721928341604407,0.0,0.0009825817827435162,0.00036408117997120204,0.0035378022250946743,0.0,0.0,152.66666666666666,117.50545483469338,4.964289031420914e-13
35,18732,len (18732),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.01330691577020782,0.0,0.002090676599869678,1.0020906765998696,0.002090676599869678,0.0011997600479904018,0.0013711543405604593,0.0,0.0005749983767302325,8.575241360558378e-05,0.0006559474343846202,0.0,0.0,35.666666666666664,32.847152074629406,3.9452295746023475e-14
36,18733,level (18733),Member,1,6,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.040395434444420696,0.0,0.023055640639661274,1.0230556406396614,0.023055640639661274,0.0029994001199760045,0.003266013463973872,0.0,0.0009686622714040647,0.00025242471204735956,0.0027043893666933473,0.0,0.0,275.83333333333337,190.3893102075259,5.613386736935263e-13
37,61476,ngx_snprintf (61476),Method,2,8,1,1,0,1,0,0,1,1,11.0,2,5,2,10,13.60964047443681,33.68825906469125,0.2960814133872592,0.07623662354576868,0.34990327635684193,0.154051767036592,1.5578582614080985,0.5039550433934339,0.004199160167966407,0.005484617362241837,2.4664934960186833e-05,0.002127791173982772,0.0004440355970213605,0.0056217510419875934,500.5,495.8157316758337,490.77777777777777,469.7943236477953,3.881637720907506e-12
38,213030,ngx_http_scgi_handler (213030),Method,22,0,13,9,5,5,0,0,13,8,80.0,11,23,68,68,142.09567279432156,691.8949464100461,0.06827661706831524,0.023540816031532154,0.06514447892202493,0.0,1.065144478922025,0.06514447892202493,0.004199160167966407,0.0,0.0,0.000431900729831809,0.0,0.00269002874224904,653.3333333333333,607.1562727692518,0.0,0.0,0.0
39,309638,ngx_http_upstream_create (309638),Method,5,6,2,3,0,2,0,0,1,3,31.0,8,7,29,21,43.65148445440323,195.34452978042594,0.027502975326110086,0.048730754530515084,0.018884665808887546,0.02017472967625366,1.0394403885128618,0.0390593954851412,0.004799040191961607,0.003599280143971206,2.5205043025008442e-06,0.0007503264148842351,0.00036024268981208396,0.005181866056185526,483.77777777777777,399.2123321693919,440.0,358.97633855011617,1.1539572846853242e-12
40,35399,ngx_pcalloc (35399),Method,3,72,1,2,0,1,0,0,1,2,12.0,1,3,1,7,4.754887502163468,16.0,0.019014402694594628,0.3697516997587533,0.01927678403393885,2.8591040917535584,3.933495207894782,2.878380875787497,0.029994001199760045,0.031482860054495125,2.994599159399813e-05,0.004549423015816226,0.002919148856393613,0.1347443354365423,1875.0,1811.4812856178548,32980.555555555555,31531.8206358322,7.923134100590722e-10
41,212986,ngx_http_scgi_module (212986),Local,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.005881676413073119,0.0,0.0004015809681751353,1.0004015809681752,0.0004015809681751353,0.0005998800239952009,0.0005998800239952009,0.0,0.00047807279025484904,5.6880424707171156e-05,0.0003361864092461088,0.0,0.0,7.0,6.674478683834337,8.968490427651612e-15
42,212320,scgi_lengths (212320),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.005321964703232495,0.0,0.000363365746093695,1.0003633657460937,0.000363365746093695,0.0005998800239952009,0.0005998800239952009,0.0,0.0004678123323830624,4.4240330327799785e-05,0.00026147831830252913,0.0,0.0,7.0,6.674478683834337,6.975492554840143e-15
43,212324,ngx_http_scgi_eval (212324),Method,1,1,0,1,0,0,0,0,0,1,46.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.006021604340533275,0.0,0.0004111347736954953,1.0004111347736955,0.0004111347736954953,0.0005998800239952009,0.0005998800239952009,0.0,0.0004806379047227957,6.0040448302013995e-05,0.00035486343198200374,0.0,0.0,7.0,6.674478683834337,9.466739895854479e-15
44,212316,upstream (212316),Member,1,4,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.008960090817196556,0.0,0.000611764689623057,1.000611764689623,0.000611764689623057,0.0005998800239952009,0.0005998800239952009,0.0,0.0005345053085496758,0.00012640094379371368,0.0007470809094357975,0.0,0.0,7.0,6.674478683834337,1.9929978728114697e-14
45,261590,ngx_http_read_client_request_body (261590),Method,1,5,0,1,0,0,0,0,0,1,182.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.026649609261229345,0.0,0.009214312060218801,1.0092143120602188,0.009214312060218801,0.0029994001199760045,0.002999400119976005,0.0,0.0005763026891802839,0.0001738012977163563,0.00189484442173806,0.0,0.0,230.0,223.2244892431941,3.760625012573371e-13
46,266281,ngx_http_send_response (266281),Method,23,2,13,10,2,6,0,0,11,9,79.0,12,17,87,74,112.50641830990963,782.134940215539,0.08224710409333401,0.034217119740440664,0.27337237722863134,0.002841603712000163,1.276990796902523,0.2762139809406315,0.005398920215956808,0.0011997600479904018,1.6203241944648287e-05,0.0005267752493109311,5.056037751748548e-05,0.003317388592277051,3375.5,3155.830401804594,99.0,93.64998742176978,7.117006232595302e-14
47,261624,ngx_http_discard_request_body (261624),Method,1,5,0,1,0,0,0,0,0,1,72.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.02843377093438599,0.0,0.023167939812468136,1.0231679398124682,0.023167939812468136,0.0029994001199760045,0.003266013463973872,0.0,0.0005623653047193734,0.00015906204480612505,0.0027490280630133803,0.0,0.0,438.75,427.99436146463245,2.220504211483976e-12
48,24018,ngx_list_push (24018),Method,17,9,11,6,1,2,0,0,11,4,34.0,8,5,35,30,35.60964047443681,240.528581679171,0.051028448047738637,0.07045993503539594,0.05607653251809631,0.08153287521276606,1.142181488659025,0.13760940773086236,0.008398320335932814,0.005716503758071915,2.6555313187062468e-05,0.0008100025994012713,0.0003318969580434124,0.009393967707457294,637.0,625.4637338968383,1454.0555555555557,1434.204898726563,5.817296276297597e-12
49,66406,len (66406),Member,1,300,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.9241848909540405,0.0,17.610583876494832,18.610583876494832,17.610583876494832,0.0665866826634673,0.07159304481146526,0.0,0.0111067416690648,0.008963139383466465,0.8517515129370237,0.0,0.0,170348.0,161558.2787577623,1.4775742078100342e-08
50,261601,ngx_http_send_header (261601),Method,1,4,0,1,0,0,0,0,0,1,20.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.018733016832151558,0.0,0.01246991296432314,1.012469912964323,0.01246991296432314,0.0017996400719856027,0.002142428657125718,0.0,0.0005154284340122331,0.00012622037101686553,0.002216781203206171,0.0,0.0,215.25,208.7966168787795,1.7087628656946213e-12
51,66407,data (66407),Member,1,335,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,1.0,0.0,20.113447812690943,21.113447812690943,20.113447812690943,0.0689862027594481,0.07223676623898521,0.0,0.012508132141482517,0.010202422963676088,1.0,0.0,0.0,184009.58333333334,174592.8931001834,1.823924710252905e-08
52,266600,ngx_http_output_filter (266600),Method,2,3,0,2,0,0,0,0,0,2,20.0,4,6,11,13,23.509775004326936,79.7262742772967,0.005432686484169893,0.013427865786202734,0.0,0.008938459787383269,1.0089384597873832,0.008938459787383269,0.0017996400719856027,0.002142428657125718,0.0,0.00046078409240100845,4.931893967665436e-05,0.0009320854695149707,0.0,0.0,215.25,208.7966168787795,7.184800356738625e-13
53,327723,ngx_http_variable_unknown_header (327723),Method,22,0,3,19,3,0,0,0,3,12,56.0,12,10,63,51,76.2388309575275,508.3752045246519,0.06247589456795377,0.006725947437580616,0.12021517237649426,0.0,1.1202151723764944,0.12021517237649426,0.0011997600479904018,0.0,0.0,0.000431900729831809,0.0,0.00022573667767124815,452.0,449.08123615850695,0.0,0.0,0.0
54,8237,ngx_conf_check_num_bounds (8237),Method,14,0,9,5,4,2,0,0,7,4,28.0,8,8,18,22,48.0,160.0,0.07042718759612719,0.010088921156370924,0.06669380046161444,0.0,1.0666938004616144,0.06669380046161444,0.0017996400719856027,0.0,0.0,0.000431900729831809,0.0,0.0006772100330137443,268.5833333333333,265.74012906112546,0.0,0.0,0.0
55,8390,high (8390),Member,1,3,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.006834043021398876,0.0,0.0004813024299080625,1.000481302429908,0.0004813024299080625,0.0005998800239952009,0.0005998800239952009,0.0,0.0005803719982027221,0.00010744080222465662,0.0003243621070823767,0.0,0.0,3.0,3.0,2.1783906919908425e-15
56,8389,low (8389),Member,1,4,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.007446584663035682,0.0,0.0005244420150140576,1.0005244420150141,0.0005244420150140576,0.0005998800239952009,0.0005998800239952009,0.0,0.0006065728102681774,0.00012640094379371368,0.0003816024789204432,0.0,0.0,3.0,3.0,2.562812578812756e-15
57,24627,ngx_log_abort (24627),Method,2,0,1,1,0,1,0,0,0,1,13.0,4,7,5,14,27.651484454403228,65.72920075410865,0.22621258463466187,0.003362973718790308,0.2847788171881443,0.0,1.2847788171881442,0.2847788171881443,0.0005998800239952009,0.0,0.0,0.000431900729831809,0.0,1.3436707004240959e-05,123.27777777777777,122.29643244413205,0.0,0.0,0.0
58,61503,ngx_slprintf (61503),Method,2,3,1,1,0,1,0,0,1,1,11.0,1,5,1,9,11.60964047443681,25.84962500721156,0.2960814133872592,0.22477432135278774,0.34990327635684193,0.8069088158707229,2.4391521306219506,1.1568120922275649,0.0017996400719856027,0.03928709730240239,1.8003602160720317e-06,0.004678341634655942,0.0013448960478409564,0.08285995002149399,214.5,109.0972647977328,633.0,313.28125903957914,6.113478669431978e-10
59,407881,ngx_write_file (407881),Method,14,3,2,12,0,2,0,0,0,8,31.0,10,13,32,48,81.32499728470782,361.88495648456103,0.2588087035396812,0.022566229137361636,0.32581404165051114,0.015757239383969654,1.3467052108834263,0.3415712810344808,0.0017996400719856027,0.0020995800839832034,1.188237742607541e-05,0.0006476089150361191,0.00014622154255521834,0.0020128752807568335,369.8333333333333,366.8892973323962,129.83333333333331,124.81277858879935,1.1064737492586945e-12
60,61300,ngx_sprintf_str (61300),Method,1,3,0,1,0,0,0,0,0,1,56.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.1869075989812121,0.0,0.3864477701102387,1.3864477701102387,0.3864477701102387,0.0005998800239952009,0.03919216156768646,0.0,0.0038075785943923663,0.0011579205456409547,0.04830692602671691,0.0,0.0,121.69444444444443,118.42585495457739,2.1742469422323769e-10
61,66419,data (66419),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.03673472376650336,0.0,0.07595224679231899,1.075952246792319,0.07595224679231899,0.0005998800239952009,0.03919216156768646,0.0,0.0010456603415700922,0.0002105310082983554,0.008783077459403073,0.0,0.0,121.69444444444443,118.42585495457739,3.953176258604321e-11
62,66414,len (66414),Member,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.03673472376650336,0.0,0.07595224679231899,1.075952246792319,0.07595224679231899,0.0005998800239952009,0.03919216156768646,0.0,0.0010456603415700922,0.0002105310082983554,0.008783077459403073,0.0,0.0,121.69444444444443,118.42585495457739,3.953176258604321e-11
63,61290,ngx_sprintf_num (61290),Method,1,3,0,1,0,0,0,0,0,1,84.0,0,0,0,0,0.0,0.0,0.0027163432420849467,0.1869075989812121,0.0,0.3864477701102387,1.3864477701102387,0.3864477701102387,0.0005998800239952009,0.03919216156768646,0.0,0.0038075785943923663,0.0011579205456409547,0.04830692602671691,0.0,0.0,121.69444444444443,118.42585495457739,2.1742469422323769e-10
64,24664,ngx_log_stderr (24664),Method,6,4,3,3,0,3,0,0,2,3,26.0,5,9,11,29,40.13896548741762,152.29419688230416,0.20654269170371836,0.024062855896928706,0.3590817249647745,0.038110678370127604,1.4108772514636254,0.3971924033349021,0.0035992801439712055,0.002142428657125718,1.4904410645910605e-05,0.0004601702656243266,6.596775868367353e-05,0.002173695648518817,656.0,565.6225291115098,678.3333333333333,579.9362834398248,4.1760231431841146e-12
65,24728,ngx_log_errno (24728),Method,5,4,2,3,0,2,0,0,2,3,28.0,6,3,20,20,20.264662506490403,126.79700005769249,0.1738459674934366,0.1433731650509851,0.21346074136156545,0.6938157722493135,2.0553789427235643,0.9072765136108789,0.0035992801439712055,0.0412323014849085,0.0003345069281461835,0.0027651145605061545,0.0008170116369248737,0.04105664204821398,582.3333333333333,533.1981407419858,1691.0,1525.0560815333902,2.732736553399434e-10
66,420591,ngx_write_console (420591),Method,2,2,0,2,0,0,0,0,0,2,13.0,4,5,5,9,19.60964047443681,44.37895002019237,0.005432686484169893,0.04545721125589516,0.0,0.14804919098088454,1.1480491909808845,0.14804919098088454,0.0011997600479904018,0.03738274901410696,0.0,0.0012032633023001478,0.0002450261687966828,0.015181390825927416,0.0,0.0,375.33333333333337,360.90232645914665,8.898108265264685e-11
67,417884,ngx_thread_cond_create (417884),Method,3,0,1,2,0,1,0,0,0,2,13.0,2,7,2,9,21.651484454403228,34.86917501586544,0.22892892787674682,0.003362973718790308,0.2881984192266749,0.0,1.2881984192266749,0.2881984192266749,0.0005998800239952009,0.0,0.0,0.000431900729831809,0.0,1.3436707004240959e-05,123.27777777777777,122.29643244413205,0.0,0.0,0.0
68,40724,ngx_regex_malloc (40724),Method,4,0,2,2,0,1,0,0,1,2,11.0,1,4,1,6,8.0,16.253496664211536,0.01728582063144966,0.006725947437580616,0.017636384878345797,0.0,1.0176363848783458,0.017636384878345797,0.0011997600479904018,0.0,0.0,0.000431900729831809,0.0,5.9121510818660224e-05,77.0,75.35196198526262,0.0,0.0,0.0
