,source,target,weight,label
0,24577,24332,2.5,2.5
1,24332,61503,11.0,11.0
2,24332,24300,9.0,9.0
3,24332,61526,5.5,5.5
4,24332,24728,5.5,5.5
5,24332,408988,5.5,5.5
6,24332,24296,7.0,7.0
7,24332,61449,2.5,2.5
8,24332,420591,2.5,2.5
9,61449,61526,5.5,5.5
10,61526,61300,16.5,16.5
11,61526,66407,3.0,3.0
12,61526,66406,3.0,3.0
13,61526,66419,3.0,3.0
14,61526,66414,3.0,3.0
15,61526,61290,16.5,16.5
16,8213,6981,2.5,2.5
17,8213,8384,3.0,3.0
18,8213,8385,3.0,3.0
19,6981,61526,5.5,5.5
20,6981,24728,5.5,5.5
21,6981,24577,7.5,7.5
22,405519,405947,7.0,7.0
23,405519,24577,2.5,2.5
24,151572,151553,3.0,3.0
25,151572,151369,14.0,14.0
26,151572,151372,24.0,24.0
27,151572,151373,24.0,24.0
28,151572,151375,9.5,9.5
29,151572,302712,9.5,9.5
30,302712,306824,10.0,10.0
31,302712,306822,3.0,3.0
32,302712,302657,2.5,2.5
33,302712,306787,26.0,26.0
34,302712,306799,3.0,3.0
35,302712,306793,3.0,3.0
36,302712,66406,3.0,3.0
37,302712,66407,13.0,13.0
38,302712,35039,5.5,5.5
39,302712,306825,3.0,3.0
40,302712,306788,3.0,3.0
41,302712,306790,6.0,6.0
42,24606,24332,2.5,2.5
43,331801,274202,10.0,10.0
44,331801,274203,10.0,10.0
45,331801,274209,34.0,34.0
46,331801,24577,2.5,2.5
47,331801,21758,3.0,3.0
48,331801,274201,3.0,3.0
49,331801,21759,3.0,3.0
50,331801,21760,3.0,3.0
51,331801,274207,3.0,3.0
52,331801,21761,3.0,3.0
53,331801,274208,3.0,3.0
54,331801,21762,3.0,3.0
55,331801,21763,3.0,3.0
56,331801,21764,3.0,3.0
57,331801,19382,9.5,9.5
58,19382,21760,46.0,46.0
59,19382,24577,12.5,12.5
60,19382,21763,24.0,24.0
61,19382,21762,36.0,36.0
62,19382,21761,26.0,26.0
63,19382,405358,5.5,5.5
64,19382,21758,26.0,26.0
65,19382,35399,5.5,5.5
66,19382,35017,5.5,5.5
67,19382,21723,6.0,6.0
68,19382,21724,3.0,3.0
69,19382,61324,2.5,2.5
70,19382,21725,3.0,3.0
71,16419,18731,6.0,6.0
72,16419,18732,3.0,3.0
73,16419,18733,3.0,3.0
74,61476,61526,5.5,5.5
75,213030,309638,9.5,9.5
76,213030,35399,11.0,11.0
77,213030,212986,9.0,9.0
78,213030,212320,7.0,7.0
79,213030,212324,9.5,9.5
80,213030,212316,20.0,20.0
81,213030,261590,5.5,5.5
82,309638,308886,2.5,2.5
83,309638,35399,5.5,5.5
84,35399,35017,5.5,5.5
85,266281,261624,5.5,5.5
86,266281,302712,9.5,9.5
87,266281,24018,5.5,5.5
88,266281,66406,19.0,19.0
89,266281,261601,8.0,8.0
90,266281,66407,6.0,6.0
91,266281,266600,2.5,2.5
92,24018,24137,9.0,9.0
93,24018,24140,10.0,10.0
94,24018,35017,11.0,11.0
95,24018,24141,6.0,6.0
96,24018,24139,6.0,6.0
97,327723,66406,14.0,14.0
98,327723,66407,7.0,7.0
99,8237,8390,17.0,17.0
100,8237,8389,20.0,20.0
101,8237,6981,5.0,5.0
102,24627,24577,2.5,2.5
103,61503,61526,5.5,5.5
104,407881,24577,5.0,5.0
105,24664,61526,5.5,5.5
106,24664,24728,5.5,5.5
107,24664,420591,2.5,2.5
108,24728,61503,5.5,5.5
109,24728,407010,5.5,5.5
110,417884,24577,2.5,2.5
111,40724,40314,3.0,3.0
112,40724,35017,2.5,2.5
113,35017,34734,2.5,2.5
114,323681,35017,5.5,5.5
115,323681,325074,35.0,35.0
116,323681,325075,3.0,3.0
117,323681,325073,3.0,3.0
118,323681,325076,3.0,3.0
119,323681,325077,6.0,6.0
120,14675,15866,3.0,3.0
121,14675,15865,3.0,3.0
122,16500,18731,3.0,3.0
123,16500,18733,10.0,10.0
124,417910,24577,2.5,2.5
125,221309,220821,12.0,12.0
126,221309,228536,69.0,69.0
127,221309,228545,30.0,30.0
128,221309,228548,14.0,14.0
129,221309,3834,9.5,9.5
130,221309,228565,29.0,29.0
131,221309,228537,22.0,22.0
132,221309,228550,17.0,17.0
133,221309,228538,19.0,19.0
134,221309,228539,19.0,19.0
135,221309,228552,22.0,22.0
136,221309,220542,5.5,5.5
137,221309,228553,6.0,6.0
138,221309,228563,21.0,21.0
139,221309,228549,64.0,64.0
140,221309,220840,6.0,6.0
141,221309,228547,24.0,24.0
142,221309,220487,7.0,7.0
143,221309,18928,5.5,5.5
144,221309,228532,3.0,3.0
145,221309,228540,3.0,3.0
146,221309,228541,33.0,33.0
147,221309,24577,15.0,15.0
148,221309,228596,7.0,7.0
149,221309,228562,7.0,7.0
150,221309,228542,34.0,34.0
151,221309,3612,5.5,5.5
152,221309,3676,5.5,5.5
153,221309,228556,6.0,6.0
154,221309,228595,21.0,21.0
155,221309,228560,14.0,14.0
156,221309,228594,6.0,6.0
157,221309,228586,45.0,45.0
158,221309,228589,7.0,7.0
159,221309,228587,20.0,20.0
160,221309,228588,7.0,7.0
161,221309,228597,7.0,7.0
162,221309,228546,14.0,14.0
163,221309,220530,12.0,12.0
164,221309,228593,3.0,3.0
165,221309,220536,2.5,2.5
166,221309,220483,7.0,7.0
167,221309,228568,9.0,9.0
168,221309,220484,7.0,7.0
169,3834,3676,5.5,5.5
170,18928,21734,3.0,3.0
171,18928,21735,3.0,3.0
172,18928,21723,10.0,10.0
173,18928,21724,10.0,10.0
174,18928,21725,10.0,10.0
175,3612,35017,5.5,5.5
176,3676,35017,5.5,5.5
177,405634,24577,7.5,7.5
178,405634,405944,7.0,7.0
179,405634,405947,3.0,3.0
180,471175,66406,30.0,30.0
181,471175,6981,7.5,7.5
182,471175,470847,2.5,2.5
183,471175,431419,13.0,13.0
184,471175,62671,9.5,9.5
185,471175,66407,10.0,10.0
186,471175,35017,5.5,5.5
187,471175,35039,5.5,5.5
188,471175,61324,2.5,2.5
189,471175,20885,5.5,5.5
190,35039,34734,2.5,2.5
191,20885,66406,42.0,42.0
192,20885,66407,147.0,147.0
193,20885,21767,6.0,6.0
194,20885,21771,26.0,26.0
195,20885,3228,27.5,27.5
196,20885,21770,3.0,3.0
197,20885,21742,9.0,9.0
198,20885,21743,6.0,6.0
199,20885,20637,5.5,5.5
200,20885,21744,6.0,6.0
201,20885,20700,5.5,5.5
202,20885,35039,16.5,16.5
203,20885,21769,9.0,9.0
204,20885,21772,3.0,3.0
205,20885,21773,3.0,3.0
206,20885,3524,3.0,3.0
207,20885,3525,7.0,7.0
208,417935,24577,2.5,2.5
209,407010,407008,10.0,10.0
210,407010,407009,7.0,7.0
211,407010,407007,3.0,3.0
212,407010,66406,3.0,3.0
213,407010,66407,3.0,3.0
214,90276,61526,5.5,5.5
215,90276,61375,11.0,11.0
216,90276,24577,2.5,2.5
217,417960,24577,2.5,2.5
218,102568,102551,3.0,3.0
219,102568,102383,7.0,7.0
220,102568,261624,5.5,5.5
221,102568,266645,5.5,5.5
