197,MODIFIER,<empty>,,,LAMBDA,2
208,MODIFIER,<empty>,,,LAMBDA,2
218,MODIFIER,<empty>,,,LAMBDA,2
1197,MODIFIER,<empty>,,,LAMBDA,3
1220,MODIFIER,<empty>,,,LAMBDA,2
1243,MODIFIER,<empty>,,,LAMBDA,3
1258,MODIFIER,<empty>,,,LAMBDA,3
1479,MODIFIER,<empty>,,,STATIC,2
2716,MODIFIER,<empty>,,,LAMBDA,3
2731,MODIFIER,<empty>,,,LAMBDA,4
5837,MODIFIER,<empty>,,,LAMBDA,3
6119,MODIFIER,<empty>,,,STATIC,2
6555,MODIFIER,<empty>,,,LAMBDA,3
6578,MODIFIER,<empty>,,,LAMBDA,3
9116,MODIFIER,<empty>,,,LAMBDA,3
9568,MODIFIER,<empty>,,,LAMBDA,3
9576,MODIFIER,<empty>,,,LAMBDA,2
9698,MODIFIER,<empty>,,,LAMBDA,4
9707,MODIFIER,<empty>,,,LAMBDA,2
17349,MODIFIER,<empty>,,,LAMBDA,4
19584,MODIFIER,<empty>,,,LAMBDA,2
20960,MODIFIER,<empty>,,,LAMBDA,6
25029,MODIFIER,<empty>,,,LAMBDA,2
34345,MODIFIER,<empty>,,,LAMBDA,4
34364,MODIFIER,<empty>,,,LAMBDA,3
34379,MODIFIER,<empty>,,,LAMBDA,3
34393,MODIFIER,<empty>,,,LAMBDA,3
34407,MODIFIER,<empty>,,,LAMBDA,3
34419,MODIFIER,<empty>,,,LAMBDA,4
34431,MODIFIER,<empty>,,,LAMBDA,4
37331,MODIFIER,<empty>,,,LAMBDA,3
41177,MODIFIER,<empty>,,,LAMBDA,6
42762,MODIFIER,<empty>,,,LAMBDA,6
43985,MODIFIER,<empty>,,,LAMBDA,4
43999,MODIFIER,<empty>,,,LAMBDA,4
44021,MODIFIER,<empty>,,,LAMBDA,4
54993,MODIFIER,<empty>,,,LAMBDA,6
55040,MODIFIER,<empty>,,,LAMBDA,6
58627,MODIFIER,<empty>,,,LAMBDA,5
58636,MODIFIER,<empty>,,,LAMBDA,3
58645,MODIFIER,<empty>,,,LAMBDA,3
58659,MODIFIER,<empty>,,,LAMBDA,3
58672,MODIFIER,<empty>,,,LAMBDA,3
58693,MODIFIER,<empty>,,,LAMBDA,9
66093,MODIFIER,<empty>,,,LAMBDA,5
66105,MODIFIER,<empty>,,,LAMBDA,5
70716,MODIFIER,<empty>,,,LAMBDA,3
70723,MODIFIER,<empty>,,,LAMBDA,3
70729,MODIFIER,<empty>,,,LAMBDA,3
70735,MODIFIER,<empty>,,,LAMBDA,3
70847,MODIFIER,<empty>,,,LAMBDA,6
70856,MODIFIER,<empty>,,,LAMBDA,3
70863,MODIFIER,<empty>,,,LAMBDA,3
70869,MODIFIER,<empty>,,,LAMBDA,3
70875,MODIFIER,<empty>,,,LAMBDA,3
70881,MODIFIER,<empty>,,,LAMBDA,3
70887,MODIFIER,<empty>,,,LAMBDA,3
70998,MODIFIER,<empty>,,,LAMBDA,6
71007,MODIFIER,<empty>,,,LAMBDA,3
71014,MODIFIER,<empty>,,,LAMBDA,3
71020,MODIFIER,<empty>,,,LAMBDA,3
71050,MODIFIER,<empty>,,,LAMBDA,4
71060,MODIFIER,<empty>,,,LAMBDA,2
71070,MODIFIER,<empty>,,,LAMBDA,2
71079,MODIFIER,<empty>,,,LAMBDA,2
71087,MODIFIER,<empty>,,,LAMBDA,3
71093,MODIFIER,<empty>,,,LAMBDA,3
71099,MODIFIER,<empty>,,,LAMBDA,3
71105,MODIFIER,<empty>,,,LAMBDA,3
71111,MODIFIER,<empty>,,,LAMBDA,3
71117,MODIFIER,<empty>,,,LAMBDA,3
71123,MODIFIER,<empty>,,,LAMBDA,3
71132,MODIFIER,<empty>,,,LAMBDA,2
