10,TYPE_DECL,,android\error.c:<global>,NAMESPACE_BLOCK,<global>,1,android\error.c,android\error.c:<global>,,false,1,<global>,4
53,TYPE_DECL,,android\specific.c:<global>,NAMESPACE_BLOCK,<global>,1,android\specific.c,android\specific.c:<global>,,false,1,<global>,10
64,TYPE_DECL,fields,,,"static struct {
    struct {
        jclass clazz;
        jmethodID getExternalStoragePublicDirectory;
    } Environment;
    struct {
        jmethodID getAbsolutePath;
    } File;
    struct {
        jclass clazz;
        jmethodID getProperty;
    } System;
}",1,android\specific.c,fields,,false,39,fields,5
65,TYPE_DECL,Environment,,,"struct {
        jclass clazz;
        jmethodID getExternalStoragePublicDirectory;
    }",5,android\specific.c,fields.Environment,,false,40,fields.Environment,1
69,TYPE_DECL,File,,,"struct {
        jmethodID getAbsolutePath;
    }",5,android\specific.c,fields.File,,false,44,fields.File,3
72,TYPE_DECL,System,,,"struct {
        jclass clazz;
        jmethodID getProperty;
    }",5,android\specific.c,fields.System,,false,47,fields.System,5
1249,TYPE_DECL,,android\thread.c:<global>,NAMESPACE_BLOCK,<global>,1,android\thread.c,android\thread.c:<global>,,false,1,<global>,13
1459,TYPE_DECL,,,,"struct vlc_thread
{
    pthread_t      thread;
    vlc_sem_t      finished;

    void *(*entry)(void*);
    void *data;

    struct
    {
        void *addr; /// Non-null if waiting on futex
        vlc_mutex_t lock ; /// Protects futex address
    } wait;

    atomic_bool killed;
    bool killable;
}",1,android\thread.c,vlc_thread,,false,144,vlc_thread,9
1468,TYPE_DECL,wait,,,"struct
    {
        void *addr; /// Non-null if waiting on futex
        vlc_mutex_t lock ; /// Protects futex address
    }",5,android\thread.c,vlc_thread.wait,,false,152,vlc_thread.wait,5
2111,TYPE_DECL,,audio_output\aout_internal.h:<global>,NAMESPACE_BLOCK,<global>,1,audio_output\aout_internal.h,audio_output\aout_internal.h:<global>,,false,1,<global>,3
2114,TYPE_DECL,,,,"enum {
    AOUT_RESAMPLING_NONE=0,
    AOUT_RESAMPLING_UP,
    AOUT_RESAMPLING_DOWN
}",1,audio_output\aout_internal.h,anonymous_enum_0,,false,33,anonymous_enum_0,1
2125,TYPE_DECL,,,,"struct aout_request_vout
{
    struct vout_thread_t  *(*pf_request_vout)( void *, struct vout_thread_t *,
                                               const video_format_t *, bool );
    void *p_private;
}",1,audio_output\aout_internal.h,aout_request_vout,,false,39,aout_request_vout,2
2126,TYPE_DECL,pf_request_vout,,,struct vout_thread_t,5,audio_output\aout_internal.h,aout_request_vout.vout_thread_t,,false,41,vout_thread_t,1
2129,TYPE_DECL,aout_volume_t,,,typedef struct aout_volume,1,audio_output\aout_internal.h,aout_volume,,false,46,aout_volume,3
2130,TYPE_DECL,aout_volume,,,typedef struct aout_volume aout_volume_t;,28,audio_output\aout_internal.h,aout_volume_t,,false,46,aout_volume_t,4
2131,TYPE_DECL,aout_dev_t,,,typedef struct aout_dev,1,audio_output\aout_internal.h,aout_dev,,false,47,aout_dev,5
2132,TYPE_DECL,aout_dev,,,typedef struct aout_dev aout_dev_t;,25,audio_output\aout_internal.h,aout_dev_t,,false,47,aout_dev_t,6
2133,TYPE_DECL,aout_owner_t,,,"typedef struct
{
    vlc_mutex_t lock;
    module_t *module; /**< Output plugin (or NULL if inactive) */
    aout_filters_t *filters;
    aout_volume_t *volume;

    struct
    {
        vlc_mutex_t lock;
        char *device;
        float volume;
        signed char mute;
    } req;

    struct
    {
        vlc_mutex_t lock;
        aout_dev_t *list;
        unsigned count;
    } dev;

    struct
    {
        atomic_bool update;
        vlc_mutex_t lock;
        vlc_viewpoint_t value;
    } vp;

    struct
    {
        mtime_t end; /**< Last seen PTS */
        unsigned resamp_start_drift; /**< Resampler drift absolute value */
        int resamp_type; /**< Resampler mode (FIXME: redundant / resampling) */
        bool discontinuity;
    } sync;

    int initial_stereo_mode; /**< Initial stereo mode set by options */

    audio_sample_format_t input_format;
    audio_sample_format_t mixer_format;

    aout_request_vout_t request_vout;
    aout_filters_cfg_t filters_cfg;

    at...",1,audio_output\aout_internal.h,aout_owner_t,,false,49,aout_owner_t,7
2138,TYPE_DECL,req,,,"struct
    {
        vlc_mutex_t lock;
        char *device;
        float volume;
        signed char mute;
    }",5,audio_output\aout_internal.h,aout_owner_t.req,,false,56,aout_owner_t.req,5
2144,TYPE_DECL,dev,,,"struct
    {
        vlc_mutex_t lock;
        aout_dev_t *list;
        unsigned count;
    }",5,audio_output\aout_internal.h,aout_owner_t.dev,,false,64,aout_owner_t.dev,7
2149,TYPE_DECL,vp,,,"struct
    {
        atomic_bool update;
        vlc_mutex_t lock;
        vlc_viewpoint_t value;
    }",5,audio_output\aout_internal.h,aout_owner_t.vp,,false,71,aout_owner_t.vp,9
2154,TYPE_DECL,sync,,,"struct
    {
        mtime_t end; /**< Last seen PTS */
        unsigned resamp_start_drift; /**< Resampler drift absolute value */
        int resamp_type; /**< Resampler mode (FIXME: redundant / resampling) */
        bool discontinuity;
    }",5,audio_output\aout_internal.h,aout_owner_t.sync,,false,78,aout_owner_t.sync,11
2169,TYPE_DECL,aout_instance_t,,,"typedef struct
{
    audio_output_t output;
    aout_owner_t   owner;
}",1,audio_output\aout_internal.h,aout_instance_t,,false,99,aout_instance_t,9
2416,TYPE_DECL,,audio_output\common.c:<global>,NAMESPACE_BLOCK,<global>,1,audio_output\common.c,audio_output\common.c:<global>,,false,1,<global>,7
4945,TYPE_DECL,,audio_output\dec.c:<global>,NAMESPACE_BLOCK,<global>,1,audio_output\dec.c,audio_output\dec.c:<global>,,false,1,<global>,8
6230,TYPE_DECL,,audio_output\filters.c:<global>,NAMESPACE_BLOCK,<global>,1,audio_output\filters.c,audio_output\filters.c:<global>,,false,1,<global>,13
7006,TYPE_DECL,,,,"struct aout_filters
{
    filter_t *rate_filter; /**< The filter adjusting samples count
        (either the scaletempo filter or a resampler) */
    filter_t *resampler; /**< The resampler */
    int resampling; /**< Current resampling (Hz) */

    unsigned count; /**< Number of filters */
    filter_t *tab[AOUT_MAX_FILTERS]; /**< Configured user filters
        (e.g. equalization) and their conversions */
}",1,audio_output\filters.c,aout_filters,,false,344,aout_filters,11
8303,TYPE_DECL,,audio_output\output.c:<global>,NAMESPACE_BLOCK,<global>,1,audio_output\output.c,audio_output\output.c:<global>,,false,1,<global>,9
8310,TYPE_DECL,,,,"struct aout_dev
{
    aout_dev_t *next;
    char *name;
    char id[1];
}",1,audio_output\output.c,aout_dev,,false,40,aout_dev,3
10890,TYPE_DECL,,audio_output\volume.c:<global>,NAMESPACE_BLOCK,<global>,1,audio_output\volume.c,audio_output\volume.c:<global>,,false,1,<global>,10
10893,TYPE_DECL,,,,"struct aout_volume
{
    audio_volume_t object;
    audio_replay_gain_t replay_gain;
    vlc_atomic_float gain_factor;
    float output_factor;
    module_t *module;
}",1,audio_output\volume.c,aout_volume,,false,36,aout_volume,1
11341,TYPE_DECL,,config\chain.c:<global>,NAMESPACE_BLOCK,<global>,1,config\chain.c,config\chain.c:<global>,,false,1,<global>,8
12677,TYPE_DECL,,config\cmdline.c:<global>,NAMESPACE_BLOCK,<global>,1,config\cmdline.c,config\cmdline.c:<global>,,false,1,<global>,12
13458,TYPE_DECL,,config\configuration.h:<global>,NAMESPACE_BLOCK,<global>,1,config\configuration.h,config\configuration.h:<global>,,false,1,<global>,1
13535,TYPE_DECL,,config\core.c:<global>,NAMESPACE_BLOCK,<global>,1,config\core.c,config\core.c:<global>,,false,1,<global>,11
14611,TYPE_DECL,config,,,"static struct
{
    module_config_t **list;
    size_t count;
}",1,config\core.c,config,,false,466,config,19
15040,TYPE_DECL,,config\file.c:<global>,NAMESPACE_BLOCK,<global>,1,config\file.c,config\file.c:<global>,,false,1,<global>,19
16139,TYPE_DECL,,config\getopt.c:<global>,NAMESPACE_BLOCK,<global>,1,config\getopt.c,config\getopt.c:<global>,,false,1,<global>,6
17408,TYPE_DECL,,config\help.c:<global>,NAMESPACE_BLOCK,<global>,1,config\help.c,config\help.c:<global>,,false,1,<global>,20
19144,TYPE_DECL,,config\intf.c:<global>,NAMESPACE_BLOCK,<global>,1,config\intf.c,config\intf.c:<global>,,false,1,<global>,4
19517,TYPE_DECL,,config\vlc_getopt.h:<global>,NAMESPACE_BLOCK,<global>,1,config\vlc_getopt.h,config\vlc_getopt.h:<global>,,false,1,<global>,1
19520,TYPE_DECL,vlc_getopt_t,,,"typedef struct vlc_getopt_s
{
/* For communication from `getopt' to the caller.
   When `getopt' finds an option that takes an argument,
   the argument value is returned here.  */

    char *arg;

/* Index in ARGV of the next element to be scanned.
   This is used for communication to and from the caller
   and for communication between successive calls to `getopt'.

   On entry to `getopt', zero means this is the first call; initialize.

   When `getopt' returns -1, this is the index of the first of the
   non-option elements that the caller should itself scan.

   Otherwise, `optind' communicates from one call to the next
   how much of ARGV has been scanned so far.  */

    int ind;

/* Set to an option character which was unrecognized.  */

    int opt;

/* The next char to be scanned in the option-element
   in which the last option character we returned was found.
   This allows us to pick up the scan where we left off.

   If this is zero, or a null string, it means resume t...",1,config\vlc_getopt.h,vlc_getopt_s,,false,25,vlc_getopt_s,1
19527,TYPE_DECL,vlc_getopt_s,,,"typedef struct vlc_getopt_s
{
/* For communication from `getopt' to the caller.
   When `getopt' finds an option that takes an argument,
   the argument value is returned here.  */

    char *arg;

/* Index in ARGV of the next element to be scanned.
   This is used for communication to and from the caller
   and for communication between successive calls to `getopt'.

   On entry to `getopt', zero means this is the first call; initialize.

   When `getopt' returns -1, this is the index of the first of the
   non-option elements that the caller should itself scan.

   Otherwise, `optind' communicates from one call to the next
   how much of ARGV has been scanned so far.  */

    int ind;

/* Set to an option character which was unrecognized.  */

    int opt;

/* The next char to be scanned in the option-element
   in which the last option character we returned was found.
   This allows us to pick up the scan where we left off.

   If this is zero, or a null string, it means resume t...",3,config\vlc_getopt.h,vlc_getopt_t,,false,69,vlc_getopt_t,2
19528,TYPE_DECL,,,,"struct vlc_option
{
    const char *name;
    bool has_arg;
    int *flag;
    int val;
}",1,config\vlc_getopt.h,vlc_option,,false,91,vlc_option,3
19559,TYPE_DECL,,darwin\dirs.c:<global>,NAMESPACE_BLOCK,<global>,1,darwin\dirs.c,darwin\dirs.c:<global>,,false,1,<global>,8
20002,TYPE_DECL,,darwin\error.c:<global>,NAMESPACE_BLOCK,<global>,1,darwin\error.c,darwin\error.c:<global>,,false,1,<global>,5
20050,TYPE_DECL,,darwin\netconf.c:<global>,NAMESPACE_BLOCK,<global>,1,darwin\netconf.c,darwin\netconf.c:<global>,,false,1,<global>,8
20158,TYPE_DECL,,darwin\specific.c:<global>,NAMESPACE_BLOCK,<global>,1,darwin\specific.c,darwin\specific.c:<global>,,false,1,<global>,7
20208,TYPE_DECL,,darwin\thread.c:<global>,NAMESPACE_BLOCK,<global>,1,darwin\thread.c,darwin\thread.c:<global>,,false,1,<global>,13
21355,TYPE_DECL,,extras\libc.c:<global>,NAMESPACE_BLOCK,<global>,1,extras\libc.c,extras\libc.c:<global>,,false,1,<global>,7
23318,TYPE_DECL,,input\access.c:<global>,NAMESPACE_BLOCK,<global>,1,input\access.c,input\access.c:<global>,,false,1,<global>,12
